Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSDARG00000095434		A2BG52
ENSDARG00000035957		Q1LU98
ENSDARG00000052842		F1QLH1
ENSDARG00000077905		F8W3Q4
ENSDARG00000063627		G3N3Y4
ENSDARG00000010425	Q5RFW0	
ENSDARG00000014303	Q66L58	
ENSDARG00000103849		
ENSDARG00000026629		Q1LVF6
ENSDARG00000045306		F1RCE0
ENSDARG00000077788		F8W2K6
ENSDARG00000026629		Q7T155
ENSDARG00000017565		F1R3M1
ENSDARG00000095807		F8W2Y0
ENSDARG00000060374		E7FC12
ENSDARG00000077905		A0A0R4IS37
ENSDARG00000086458		A0A0R4IR09
ENSDARG00000021383		F1RD57
ENSDARG00000063627		G1K2T0
ENSDARG00000038228		F6NX26
ENSDARG00000079524		B8A500
ENSDARG00000104700		A0A0R4ISZ9
ENSDARG00000070083		A8WGC6
ENSDARG00000026726		A0A0R4IWC6
ENSDARG00000086458		F1QCV2
ENSDARG00000017565		A0A140LG31
ENSDARG00000052842		F1QLH1
ENSDARG00000101028		A0A0R4IPU0
ENSDARG00000014303		A0A0R4IMW5
ENSDARG00000026629		F1QPT3
ENSDARG00000038847		F1QXM4
ENSDARG00000077788		E7F3Z6
ENSDARG00000101028		A0A0R4IPN9
ENSDARG00000079524		B8A500
ENSDARG00000060374		A0A0R4IJC5
ENSDARG00000017537		F1Q541
ENSDARG00000038228		E7F9N4
ENSDARG00000079848		B8JLW8
ENSDARG00000037121		Q58EF9
ENSDARG00000093494		A2BG56
ENSDARG00000052842		F1QLH1
ENSDARG00000035695		Q1LXV2
ENSDARG00000100792		A0A0R4I9L5
ENSDARG00000092731		E9QCH2
ENSDARG00000038847		X1WHX5
ENSDARG00000092023		E9QFY2
ENSDARG00000014303		A0A0R4ITZ2
ENSDARG00000052842		F1QLH1
ENSDARG00000079848		Q6PH36
ENSDARG00000101906		Q5EAR1
ENSDARG00000093494		A0A0R4IRZ8
ENSDARG00000037121		A0A0R4IXB6
ENSDARG00000052994		B8A686
ENSDARG00000092023		F1QXT0
ENSDARG00000096367		H0WEW1
ENSDARG00000093353		E9QE53
ENSDARG00000075107		B3DFT3
ENSDARG00000038567		F1QYS3
ENSDARG00000100792		A5PKM4
ENSDARG00000093353		A0A0R4IGV7
ENSDARG00000013460		E7F0N3
ENSDARG00000075513		E7FCY3
ENSDARG00000092731		E9QC63
ENSDARG00000074590		E7F9Q9
ENSDARG00000075107		B3DG22
ENSDARG00000097556		X1WEZ3
ENSDARG00000075513		E7FCY3
ENSDARG00000038567		E9QJ86
ENSDARG00000074590		X1WBT1
ENSDARG00000060340		F1R3L2
ENSDARG00000003991		B0V234
ENSDARG00000020475	Q6P4U6	
ENSDARG00000074590		E7F9Q9
ENSDARG00000070321		B8A5K7
ENSDARG00000093768		F1Q501
ENSDARG00000060340		F1Q4M3
ENSDARG00000052958		F1R8L8
ENSDARG00000002060		F1QD13
ENSDARG00000061257		F1R0L3
ENSDARG00000097559		X1WGC3
ENSDARG00000062485		B0R034
ENSDARG00000061257		A0A0J9YIY8
ENSDARG00000019496		Q567K2
ENSDARG00000062485		F1Q4T0
ENSDARG00000104241		A0A0R4IV20
ENSDARG00000002060		F1QIW1
ENSDARG00000038030		A4FUL3
ENSDARG00000102191		A0A0G2KVZ0
ENSDARG00000019496		E9QG87
ENSDARG00000094016		B8JIX7
ENSDARG00000078352	B8JLQ0	
ENSDARG00000094016		B8JIX5
ENSDARG00000079423		F1R2F3
ENSDARG00000002060		F1QIW1
ENSDARG00000056525		B5DE36
ENSDARG00000019496		E9QCE9
ENSDARG00000061257		A0A0R4IXH3
ENSDARG00000002060		F1QIW1
ENSDARG00000079423		F1Q5Q5
ENSDARG00000079423		X1WE14
ENSDARG00000038030		E9QBL1
ENSDARG00000058710		F1QKQ7
ENSDARG00000019496		A0A0R4IXM0
ENSDARG00000057691	Q7SXP4	
ENSDARG00000062485		A0A0R4IBT6
ENSDARG00000044261		F6P9S6
ENSDARG00000058244		F2Z4X3
ENSDARG00000059961		F1Q679
ENSDARG00000062485		A0A0R4ILW7
ENSDARG00000058710		F1QDP9
ENSDARG00000052840		Q502E4
ENSDARG00000003444		B8A4G1
ENSDARG00000027744		Q6PC51
ENSDARG00000057691		E9QGF8
ENSDARG00000044261		Q1LXV5
ENSDARG00000102756		A0A0R4IFS6
ENSDARG00000036462		E7F1W9
ENSDARG00000043482		Q8UWM1
ENSDARG00000057691		E9QIC5
ENSDARG00000093079		B8JLG2
ENSDARG00000007912		X1WCX6
ENSDARG00000036998		Q78AP9
ENSDARG00000007912		E7F5A1
ENSDARG00000036462		F1QRS4
ENSDARG00000100247		A0A0G2L3V0
ENSDARG00000057691		A0A0R4IEM8
ENSDARG00000104710		A0A0R4IXV5
ENSDARG00000044261		Q1LXV4
ENSDARG00000038576		Q6PC58
ENSDARG00000036998		Q78AP9
ENSDARG00000087756		F1QUJ4
ENSDARG00000004306		B0S619
ENSDARG00000046148	Q7T364	
ENSDARG00000087756		F1QLX7
ENSDARG00000009748		Q1L9C6
ENSDARG00000020986	Q803X1	B2GNZ1
ENSDARG00000036952		Q5GH39
ENSDARG00000099269		A0A0R4ISX3
ENSDARG00000070475		Q6NW62
ENSDARG00000071026	A3KQS5	
ENSDARG00000046148	Q7T364	
ENSDARG00000020986		A0A0R4IL58
ENSDARG00000089200		X1WD96
ENSDARG00000043907		E7F9J0
ENSDARG00000086655		E7FFA4
ENSDARG00000103676		A0A0R4IMV0
ENSDARG00000054700		B1NYI2
ENSDARG00000103676		A0A0R4IVV2
ENSDARG00000061168		A2BIE5
ENSDARG00000008986	Q5RIX9	
ENSDARG00000062909		F1QQ43
ENSDARG00000008986		H0WES7
ENSDARG00000086018		X1WGS2
ENSDARG00000027495		Q6P978
ENSDARG00000102105		A7E2L0
ENSDARG00000069168		F1QGJ6
ENSDARG00000037363		Q5RHZ1
ENSDARG00000087879		F1RBP9
ENSDARG00000068923		F1QWI9
ENSDARG00000102377		F1Q9B5
ENSDARG00000069168		A3KQ83
ENSDARG00000013477		Q05AJ3
ENSDARG00000052696	Q561X9	B2GSA5
ENSDARG00000071384		A0A140LGS0
ENSDARG00000068923		E7EYF6
ENSDARG00000071384		E7F3W8
ENSDARG00000086018		F1QWW3
ENSDARG00000025467		F1R1W8
ENSDARG00000037363		
ENSDARG00000087879		E7F9Y1
ENSDARG00000052696	Q561X9	B2GSA5
ENSDARG00000014047	Q9YH92	
ENSDARG00000025467		F8W3W1
ENSDARG00000037363		F1Q6K3
ENSDARG00000041041	E9QJ73	
ENSDARG00000014047	Q9YH92	
ENSDARG00000101474		F1QWM0
ENSDARG00000038258		A8KC28
ENSDARG00000042233	Q2HXK8	
ENSDARG00000015765	Q503L4	B7ZVA4
ENSDARG00000037363		Q5RHZ1
ENSDARG00000094514		E9QEY9
ENSDARG00000101474		A0A0R4IIP7
ENSDARG00000070000		X1WCU4
ENSDARG00000094514		E9QGD7
ENSDARG00000092350		B8JIJ9
ENSDARG00000025467		A0A0R4IHH9
ENSDARG00000061901		A2BG46
ENSDARG00000075621		F1QTF4
ENSDARG00000038258		A8KC28
ENSDARG00000070000		E7F1B2
ENSDARG00000024847		E7FE47
ENSDARG00000061901		A0A0R4IXZ5
ENSDARG00000035163	Q1LXV8	
ENSDARG00000045490		Q6PBN0
ENSDARG00000058560		A8WGS1
ENSDARG00000052696		Z4YIQ5
ENSDARG00000045490		Q6PBN0
ENSDARG00000024847		A0A0R4IRR2
ENSDARG00000023958	Q7ZW78	
ENSDARG00000030269		F1Q9A1
ENSDARG00000038258		A8KC28
ENSDARG00000023958	Q7ZW78	
ENSDARG00000068144		Q1MT60
ENSDARG00000074160		E7FEU9
ENSDARG00000020979		F1R2W2
ENSDARG00000023958	Q7ZW78	
ENSDARG00000016538		F1RBG3
ENSDARG00000068144		A0A0R4IHL1
ENSDARG00000075932		M9MM93
ENSDARG00000091135		E7F3D1
ENSDARG00000052113		F1RDQ5
ENSDARG00000038258		F1R2A5
ENSDARG00000088817		I3IRZ8
ENSDARG00000099184	Q9DGE0	
ENSDARG00000058560		E9QIC6
ENSDARG00000096664		R4GDW0
ENSDARG00000088817		E7FE58
ENSDARG00000075110		F6PDT3
ENSDARG00000101293		A0A0R4IJB4
ENSDARG00000058560		E9QJJ5
ENSDARG00000103231		A0A0R4ITI9
ENSDARG00000014849		F1RA60
ENSDARG00000075110		A5PF30
ENSDARG00000070038		Q8UVG6
ENSDARG00000101293		Q08BD6
ENSDARG00000058560		E9QHX7
ENSDARG00000075110		F1RAN5
ENSDARG00000103026		A0A0R4I9S6
ENSDARG00000015315		Q6AZC1
ENSDARG00000103026		A0A0R4IJJ1
ENSDARG00000086626		E7F453
ENSDARG00000093255		E9QJC7
ENSDARG00000086626		E7F453
ENSDARG00000093255		A0A0R4IL88
ENSDARG00000100955		A0A0R4IAF8
ENSDARG00000099184		A0A0R4ISM3
ENSDARG00000010792		B8A5N7
ENSDARG00000043360		Q502H4
ENSDARG00000099184		A0A0R4ITH3
ENSDARG00000054570		F1QLT4
ENSDARG00000010792		B8JKA6
ENSDARG00000003822		Q1LX89
ENSDARG00000076991		F1R8F1
ENSDARG00000058560		Q7ZVC8
ENSDARG00000102340		Q502U6
ENSDARG00000089933		E7FDZ7
ENSDARG00000010792		F1QTY9
ENSDARG00000016080		F1R4C1
ENSDARG00000098857		A0A0R4IE17
ENSDARG00000016080		I3ISV3
ENSDARG00000103844		A0A0R4IZM8
ENSDARG00000074119		R4GDY5
ENSDARG00000103844		A0A0R4IA24
ENSDARG00000032619		Q7SZR1
ENSDARG00000039436		F8W3P5
ENSDARG00000089933		A0A0R4IJC0
ENSDARG00000058325		F1QLH0
ENSDARG00000092862		F1QGV9
ENSDARG00000054570		F6NHQ0
ENSDARG00000039436		F8W274
ENSDARG00000058325		A0A0R4IP27
ENSDARG00000098857		A0A0R4IC29
ENSDARG00000092862		F1QWP3
ENSDARG00000078503		F6NKU7
ENSDARG00000039436		F1QAI3
ENSDARG00000043877		F1QZ86
ENSDARG00000098857		A0A0R4IAX8
ENSDARG00000099612		B8A5Z1
ENSDARG00000078503		B8JKW7
ENSDARG00000074396		F1QGR3
ENSDARG00000058940	B0UXH9	
ENSDARG00000039436		A0A0R4INU9
ENSDARG00000058325		F1QLH0
ENSDARG00000099612		B8A5Z1
ENSDARG00000025187		Q7T3G8
ENSDARG00000078503		F1Q5N0
ENSDARG00000092862		Q1LWW2
ENSDARG00000077547		E7F0M9
ENSDARG00000043877		R4GE82
ENSDARG00000077584		
ENSDARG00000019564		Q5TZC7
ENSDARG00000025187		Q7T3G8
ENSDARG00000091904		R4GDP3
ENSDARG00000021948		F1QYE2
ENSDARG00000077404		F1QMV7
ENSDARG00000073896		Q66HV7
ENSDARG00000045620		F1R1P6
ENSDARG00000077404		A0A0R4IY58
ENSDARG00000077584		F1QTM4
ENSDARG00000101507		A0A0R4IKT5
ENSDARG00000021948		E9QHI1
ENSDARG00000101507		A0A0R4IXX7
ENSDARG00000087102		X1WCG9
ENSDARG00000020334		F1QZU5
ENSDARG00000043857		A0A0R4I9C6
ENSDARG00000016788		F1QMZ5
ENSDARG00000105820		F1QTF7
ENSDARG00000025420		B3DIG4
ENSDARG00000087102		E7FAD5
ENSDARG00000012021		F1QWW8
ENSDARG00000010312		Q6P3G1
ENSDARG00000039806		X1WGE3
ENSDARG00000016788		F1QL88
ENSDARG00000093359		E9QIJ6
ENSDARG00000016788		F1QBD3
ENSDARG00000012021		X1WG93
ENSDARG00000099211		A0A0R4IG21
ENSDARG00000029671	A8DZH4	
ENSDARG00000052020		A7YYE5
ENSDARG00000099211		A0A0R4IH59
ENSDARG00000019706		Q5RHE2
ENSDARG00000010312		F1RBQ0
ENSDARG00000032155		Q6NYP6
ENSDARG00000053122	Q5SPP0	
ENSDARG00000010312		F1Q8N4
ENSDARG00000069850		Q502J9
ENSDARG00000032155		B8A4G3
ENSDARG00000032155		A0A0R4IYF8
ENSDARG00000021948		F1R5T0
ENSDARG00000045661		H0WFC4
ENSDARG00000089643		F1QYT7
ENSDARG00000076223		Q6DGW5
ENSDARG00000025789		F1RBT2
ENSDARG00000033071		F1Q6F7
ENSDARG00000089643		A0A0R4IU50
ENSDARG00000033950		F1QKX8
ENSDARG00000095636		Q1LW96
ENSDARG00000033950		F1QD37
ENSDARG00000062855		A8HAL3
ENSDARG00000045661		F1QNG2
ENSDARG00000010965		Q6P0I2
ENSDARG00000023443		B0UXH7
ENSDARG00000102468		A0A0R4INV7
ENSDARG00000102468		A0A0R4IST4
ENSDARG00000062463		F1QC40
ENSDARG00000062463		F1R724
ENSDARG00000098103		F1QEE6
ENSDARG00000062855		F6P0K9
ENSDARG00000002299		F8VNP0
ENSDARG00000019897		Q08CV3
ENSDARG00000020944		Q503E6
ENSDARG00000023190		F1QEW3
ENSDARG00000061560		F1R6G6
ENSDARG00000098809		A0A0R4IGW9
ENSDARG00000045661		F1R1E2
ENSDARG00000061560		A0A0R4IAT9
ENSDARG00000020944		Q503E6
ENSDARG00000061560		A0A0R4IV72
ENSDARG00000019897		A0A0M3HEP0
ENSDARG00000023190		F8W2Z0
ENSDARG00000061560		F1QIN8
ENSDARG00000069853		Q7ZVX9
ENSDARG00000030307		Q0R4G9
ENSDARG00000094515		F1QXH9
ENSDARG00000069853		Q7ZVX9
ENSDARG00000026084		E7FFD5
ENSDARG00000094515		A0A0R4IPX2
ENSDARG00000069853		B0UYN1
ENSDARG00000098809		A0A0R4IG79
ENSDARG00000069853		F6NGW0
ENSDARG00000034013		Q1LWZ7
ENSDARG00000030307		Q0R4G9
ENSDARG00000026084		I3ITD3
ENSDARG00000023190		F1QM03
ENSDARG00000098809		A0A0R4IZC2
ENSDARG00000031954		Q6GMF9
ENSDARG00000099771		A0A0R4IPP1
ENSDARG00000071669		F1RET2
ENSDARG00000026098		A0A0R4IQH0
ENSDARG00000031954		F1QRZ7
ENSDARG00000007989		F1QMF9
ENSDARG00000105762		Q2PR87
ENSDARG00000034013		F1QSW2
ENSDARG00000023443		B0UXH8
ENSDARG00000099771		A0A0J9YJ93
ENSDARG00000003090		Q2PRB8
ENSDARG00000037259		Q6PBJ6
ENSDARG00000062347		F1QI41
ENSDARG00000034013		E9QCG3
ENSDARG00000031954		Q1LXG6
ENSDARG00000062347		E7F246
ENSDARG00000102887		A0A0R4IN27
ENSDARG00000003090		Q2PRB8
ENSDARG00000068710		F1R998
ENSDARG00000092218		Q2PRB9
ENSDARG00000086265		E7F4W6
ENSDARG00000099771		A0A0R4II12
ENSDARG00000099455		A0A0R4IVJ0
ENSDARG00000068710		F1RAG3
ENSDARG00000026098		F1QYV4
ENSDARG00000070487		F1QNZ1
ENSDARG00000031954		Q6GMF9
ENSDARG00000099771		A0A0R4IQT6
ENSDARG00000009953		E9QDB5
ENSDARG00000090223		U3JA58
ENSDARG00000104105		A0A0R4IT52
ENSDARG00000026098		F1R7S8
ENSDARG00000090223		U3JAL5
ENSDARG00000023443		F1QAU6
ENSDARG00000101490		A0A0R4IYA0
ENSDARG00000042656		B8JLP9
ENSDARG00000009953		F1R9C9
ENSDARG00000094197		E9QES1
ENSDARG00000101490		A0A0R4IQV6
ENSDARG00000094197		E9QES1
ENSDARG00000005842		Q6NWG7
ENSDARG00000015917	Q6NZ21	
ENSDARG00000077352		X1WFC5
ENSDARG00000104105		A0A0R4IFG3
ENSDARG00000059760		B3DJF2
ENSDARG00000101490		E7F5Y9
ENSDARG00000035924		F1RB89
ENSDARG00000094214		A0A0R4IWH1
ENSDARG00000069292		Q5RHG6
ENSDARG00000095200		H0WEL0
ENSDARG00000005842		E9QBC5
ENSDARG00000026335	E7FEC4	
ENSDARG00000103795		Q5EAQ6
ENSDARG00000100524		A0A0R4IUM5
ENSDARG00000059760		X1WH82
ENSDARG00000094214		A0A0R4IR78
ENSDARG00000100524		A0A0R4ISK5
ENSDARG00000056084		A4IG39
ENSDARG00000017444		A4FUP1
ENSDARG00000090427		A0A0R4IL61
ENSDARG00000069292		Q5RHG7
ENSDARG00000023443		F1QUS1
ENSDARG00000026335		X1WGF1
ENSDARG00000069420		F1Q4Q5
ENSDARG00000090427		A0A0R4IWT4
ENSDARG00000056896		X1WF42
ENSDARG00000011152		Q502A2
ENSDARG00000073709		E9QBP7
ENSDARG00000069292		F1QK96
ENSDARG00000017444		F6P849
ENSDARG00000101707		A0A0R4IQ83
ENSDARG00000090526		F1R245
ENSDARG00000092873		B3DFK4
ENSDARG00000023443		Q6DHS7
ENSDARG00000053979		B7ZV06
ENSDARG00000099455		A0A0R4IMD1
ENSDARG00000056896		F1QQK3
ENSDARG00000102533		A0A0R4IBV1
ENSDARG00000060597		F8W2C2
ENSDARG00000023443		A0A0R4IJ06
ENSDARG00000070567		F1RCD5
ENSDARG00000097863		X1WC64
ENSDARG00000097863		X1WC64
ENSDARG00000091723		X1WD73
ENSDARG00000091723		E7F0H3
ENSDARG00000052846	Q9YHV4	
ENSDARG00000036257		B0S6Z2
ENSDARG00000007663		F1QK94
ENSDARG00000060597		F8W3P4
ENSDARG00000102533		A0A0R4IXG9
ENSDARG00000036257		B0S6Z0
ENSDARG00000052846		A0A0R4IRW4
ENSDARG00000055698		B8A6I9
ENSDARG00000076594		E7F5T8
ENSDARG00000036257		F1QX32
ENSDARG00000052846	Q9YHV4	
ENSDARG00000039150		B8JHW0
ENSDARG00000104242		Q803B9
ENSDARG00000074356		B0V2S4
ENSDARG00000102533		A0A0R4IS95
ENSDARG00000007663		A0A0R4INS3
ENSDARG00000060597		F1QZY0
ENSDARG00000052494		F1QGL4
ENSDARG00000098158		A0A0R4IUK4
ENSDARG00000102533		A0A0R4IIX9
ENSDARG00000039150		B8JHW1
ENSDARG00000004246		F1QQE4
ENSDARG00000063276		A0A0R4IUP6
ENSDARG00000055527		Q9PVF5
ENSDARG00000038414		Q256Z7
ENSDARG00000099692	Q08CI4	
ENSDARG00000063276		A2CEA8
ENSDARG00000004246		A0A0R4IFT2
ENSDARG00000104242		A0A0R4IM50
ENSDARG00000038414		Q256Z7
ENSDARG00000055527		E7FFP2
ENSDARG00000059978		Q08BK6
ENSDARG00000038845		F1QXM5
ENSDARG00000104701		A0A0R4IL79
ENSDARG00000052494		F8W3H1
ENSDARG00000055527		E7F6W5
ENSDARG00000024017		F1RDD1
ENSDARG00000105719		Q2PR85
ENSDARG00000055527		A0A0R4IJY2
ENSDARG00000051800		F1QGN0
ENSDARG00000040453		Q6TLF1
ENSDARG00000011326		E9QIB9
ENSDARG00000024017		X1WFH3
ENSDARG00000024017		A0A0R4IIK9
ENSDARG00000017742		B0UYJ3
ENSDARG00000067605		A2CET2
ENSDARG00000078675		F1Q8Z1
ENSDARG00000055698		F1R033
ENSDARG00000105835		E9QEM9
ENSDARG00000055698		F1R4Z9
ENSDARG00000011326		B0S794
ENSDARG00000045618		E9QI07
ENSDARG00000086789		E7EY37
ENSDARG00000009488		Q7ZV93
ENSDARG00000041839		Q6TEL2
ENSDARG00000078675		E9QF12
ENSDARG00000086789		E7EY37
ENSDARG00000029729		Q1JPT8
ENSDARG00000041839		Q6TEL2
ENSDARG00000075455		F1Q572
ENSDARG00000041839		H0WFF2
ENSDARG00000017742		A0A0R4IRN2
ENSDARG00000075455		F1RCE8
ENSDARG00000029729		B0S690
ENSDARG00000017742		F1Q5Q6
ENSDARG00000078675		A0A0R4IYH6
ENSDARG00000002600		E9QIE6
ENSDARG00000037409		Q68EK3
ENSDARG00000053744		B8A4M4
ENSDARG00000075393		B7ZD49
ENSDARG00000033134	Q08BY0	
ENSDARG00000086393	Q9PTU1	B2GNV2
ENSDARG00000045522		Q5RHG5
ENSDARG00000052917		F1Q9Z1
ENSDARG00000055250		Q1LVI4
ENSDARG00000002600		B6VCA1
ENSDARG00000079712		E7FFN6
ENSDARG00000033134		B8JLT4
ENSDARG00000028335		Q6NV11
ENSDARG00000053744		B8A4M5
ENSDARG00000071724		F8W2I1
ENSDARG00000098802		A0A0R4IEP5
ENSDARG00000010160		Q6Q420
ENSDARG00000033754		Z4YHP6
ENSDARG00000045522		E9QBU5
ENSDARG00000022817		Q7ZT36
ENSDARG00000100422		A0A0R4IIG9
ENSDARG00000098802		A0A0R4IN03
ENSDARG00000020143		Q7SYH6
ENSDARG00000043285		F1QC37
ENSDARG00000054373		B0UXE8
ENSDARG00000055490		Q1LVP2
ENSDARG00000043285		A0A0R4ITS8
ENSDARG00000098802		A0A0R4IPE8
ENSDARG00000028335		Q6NV11
ENSDARG00000022817		Q7ZT36
ENSDARG00000003411		F1Q819
ENSDARG00000045522		F1REM1
ENSDARG00000045522		Q5RHG5
ENSDARG00000028335		A0A0R4IEW9
ENSDARG00000010160		Q6Q420
ENSDARG00000055250		A0A0R4IYY7
ENSDARG00000045618		E9QDE6
ENSDARG00000028335		Q6NV11
ENSDARG00000039095		Q98871
ENSDARG00000104037		A0A0R4IU40
ENSDARG00000074453		F8W314
ENSDARG00000059473		E7F3U4
ENSDARG00000028335		E9QD31
ENSDARG00000059473		E7F3U4
ENSDARG00000075393		B7ZD41
ENSDARG00000104037		A0A0R4ISN5
ENSDARG00000060008		E7FH52
ENSDARG00000075393		F1RE70
ENSDARG00000028335		E9QEA0
ENSDARG00000045522		A0A0N4SUC6
ENSDARG00000061419		E9QBT5
ENSDARG00000045618		Q6P937
ENSDARG00000061419		E7F1M0
ENSDARG00000074453		E7F557
ENSDARG00000039095		F8W5C7
ENSDARG00000104037		A0A0R4I9R8
ENSDARG00000011770		B0UYL5
ENSDARG00000035891		F1QDA1
ENSDARG00000052898		E7F9D1
ENSDARG00000029388		Q5RHE5
ENSDARG00000012887		F1QFX7
ENSDARG00000035891		A0A0R4IP31
ENSDARG00000040901		F1R9H9
ENSDARG00000071375		Q1LVH7
ENSDARG00000040901		F1QIM2
ENSDARG00000089582		F6NXQ9
ENSDARG00000089582		K7DY68
ENSDARG00000000442		F1R7I6
ENSDARG00000009942		F1R1N7
ENSDARG00000035891		E7F537
ENSDARG00000059400	Q6AZW1	
ENSDARG00000089582		A0A0R4IMV7
ENSDARG00000031712		A3KPM6
ENSDARG00000057661		F1QC70
ENSDARG00000094601		F1QRC5
ENSDARG00000100422		A0A0R4IA95
ENSDARG00000071724		F1QXL3
ENSDARG00000071375		B3DJA7
ENSDARG00000031712		A3KPM6
ENSDARG00000009131		Q5RHE3
ENSDARG00000018111		E7FCP4
ENSDARG00000024219		F1QAA8
ENSDARG00000094601		A0A0R4IR81
ENSDARG00000057661		A0A0R4IFC1
ENSDARG00000060021		X1WE47
ENSDARG00000018111		Q5RHD0
ENSDARG00000035891		F1QW90
ENSDARG00000071724		F1Q528
ENSDARG00000061377		Q1LWZ0
ENSDARG00000071724		F1QQX5
ENSDARG00000009131		U3JA53
ENSDARG00000100422		A0A0R4IJG0
ENSDARG00000018111	Q5RHD1	
ENSDARG00000043361		Q4V9A1
ENSDARG00000059399		E7F986
ENSDARG00000058425		B8JLR8
ENSDARG00000059399		E7F986
ENSDARG00000092883		B0S6B6
ENSDARG00000061377		I3ISF7
ENSDARG00000014427	Q800G5	
ENSDARG00000089159		Q5RHG4
ENSDARG00000069834		B8JKG7
ENSDARG00000069834		B8JKG8
ENSDARG00000060021		E7F754
ENSDARG00000102033		A0A0R4IGL1
ENSDARG00000014427		G1K2V5
ENSDARG00000089159		F1R2J0
ENSDARG00000057929		F1QXL6
ENSDARG00000004866	A3KQS4	
ENSDARG00000076964		E9QCE8
ENSDARG00000104837		Q6NV13
ENSDARG00000014427		A0A0H2UKF4
ENSDARG00000104831		A0A0R4IEX1
ENSDARG00000071872		F1QXD3
ENSDARG00000017983		B8JJ18
ENSDARG00000074902		F1QGF6
ENSDARG00000004866	A3KQS4	
ENSDARG00000104837		A0A0R4IR03
ENSDARG00000017983		B8JJ19
ENSDARG00000017983		X1WD12
ENSDARG00000014427		A0A0R4IYM0
ENSDARG00000003523		A0A0R4IGX3
ENSDARG00000104701		A0A0R4ILJ1
ENSDARG00000102885		A0A0R4IKD0
ENSDARG00000052960		F1QVW0
ENSDARG00000063162		F1QF66
ENSDARG00000104831		A0A0R4IEX1
ENSDARG00000102885		A0A0R4IW64
ENSDARG00000040427		Q5U3W6
ENSDARG00000026840		B8JID5
ENSDARG00000056414		F1QNF4
ENSDARG00000104701		A0A0R4ILU5
ENSDARG00000056414		I3IT99
ENSDARG00000104701		A0A0J9YJ46
ENSDARG00000003523		F6NTY9
ENSDARG00000002097		F8W2U8
ENSDARG00000002097		F1QRR9
ENSDARG00000102824		Q805F0
ENSDARG00000041735	F1Q930	
ENSDARG00000086825		E7F2P4
ENSDARG00000060978		A2BIP1
ENSDARG00000004636		F1R420
ENSDARG00000043287	Q3B736	
ENSDARG00000104701		A0A0R4IPX6
ENSDARG00000096905		X1WH76
ENSDARG00000060978		F1Q4P9
ENSDARG00000102309		A0A0R4IBP0
ENSDARG00000102824		A0A140LFS2
ENSDARG00000009783		Q66I15
ENSDARG00000038422		Q6DH30
ENSDARG00000058178		F1QRT3
ENSDARG00000004636		F1QP83
ENSDARG00000058178		E7F587
ENSDARG00000041735		E9QH50
ENSDARG00000043287	Q3B736	
ENSDARG00000102824		A0A0R4IGR6
ENSDARG00000043287	Q3B736	
ENSDARG00000004636		F1QCF9
ENSDARG00000020395	F1RA39	
ENSDARG00000041735		E9QFD7
ENSDARG00000075800		B3DGM2
ENSDARG00000042261		F8W3W0
ENSDARG00000043287		A0A0R4ITI3
ENSDARG00000095559		F1QN75
ENSDARG00000075800		
ENSDARG00000074747		X1WGY4
ENSDARG00000104008		A0A0R4IAM8
ENSDARG00000074747		E7F145
ENSDARG00000056277		Q2PRI7
ENSDARG00000027394		E7F7K7
ENSDARG00000020395		A0A0A0MPT7
ENSDARG00000103667		A0A0R4IET1
ENSDARG00000035862		Q2P9V5
ENSDARG00000056277		A0A0R4IFK8
ENSDARG00000020395	F1RA39	
ENSDARG00000020395	F1RA39	
ENSDARG00000101250		A0A0R4IE82
ENSDARG00000042652		A0A0A0MPI4
ENSDARG00000020395		A0A0R4IK88
ENSDARG00000101250		A0A0R4IT17
ENSDARG00000093411		F6NX32
ENSDARG00000013058		A2CEX4
ENSDARG00000093411		E7FDZ2
ENSDARG00000042652		X1WHZ8
ENSDARG00000087717		X1WBX7
ENSDARG00000076828		B3DH87
ENSDARG00000078333		B8A4M2
ENSDARG00000057227		F1R000
ENSDARG00000042652		X1WFT3
ENSDARG00000103667		A0A0R4IC69
ENSDARG00000103395		A0A0R4IU81
ENSDARG00000036152		
ENSDARG00000057227		F1QJ01
ENSDARG00000030494		Q1JQE7
ENSDARG00000011662		B8JIH4
ENSDARG00000013058		A2CEX3
ENSDARG00000036152		F1QR57
ENSDARG00000101551		A0A0R4IUS0
ENSDARG00000008936		Q1LVK8
ENSDARG00000013058		A2CEX2
ENSDARG00000096786		U3JA42
ENSDARG00000030494		F8W533
ENSDARG00000010586		F1QU49
ENSDARG00000103395		A0A0R4INY9
ENSDARG00000056921		B3DHM4
ENSDARG00000035861		F1QZV9
ENSDARG00000101551		A0A0R4ISH0
ENSDARG00000010586		
ENSDARG00000103395		E7EXL4
ENSDARG00000078333		B8A4M2
ENSDARG00000044365		F1QYL5
ENSDARG00000071494		F1R4X9
ENSDARG00000070669		F1R2E8
ENSDARG00000037378		A2BIE9
ENSDARG00000007722		F1Q9N4
ENSDARG00000068919		F1QQC9
ENSDARG00000093985		A5PM71
ENSDARG00000060070		
ENSDARG00000104956		A0A0R4ITG5
ENSDARG00000060893		Q1LUA9
ENSDARG00000104956		A0A0R4IAY1
ENSDARG00000060070		E7F482
ENSDARG00000044365		A0A0R4IKW9
ENSDARG00000102463		A9JTC7
ENSDARG00000078333		B8A4M3
