ftr1,ftr2,file,xpatexgene,stagestart,superterm,orientation,figlegend
y433Et,s1999Tg,y433s1999Day4-3.jpg,Kaede,Day4,pectoral fins,lateral,"View of larva transgenic for y433Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in fast muscle (strong) and pectoral fins."
y433Et,s1999Tg,y433s1999Day4-4.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y433Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in fast muscle (strong) and pectoral fins."
y433Et,s1999Tg,y433s1999Day4-4.jpg,Kaede,Day4,pectoral fins,lateral,"View of larva transgenic for y433Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in fast muscle (strong) and pectoral fins."
y434Et,s1999Tg,y434s1999Day4-1.jpg,Kaede,Day4,yolk ,dorsal,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-1.jpg,Kaede,Day4,medulla oblongata ,dorsal,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-1.jpg,Kaede,Day4,puncta loosely clustered under otic vesicle and jaw,dorsal,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-2.jpg,Kaede,Day4,yolk ,dorsal,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-2.jpg,Kaede,Day4,medulla oblongata ,dorsal,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-2.jpg,Kaede,Day4,puncta loosely clustered under otic vesicle and jaw,dorsal,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-3.jpg,Kaede,Day4,yolk ,lateral,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-3.jpg,Kaede,Day4,medulla oblongata ,lateral,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-3.jpg,Kaede,Day4,puncta loosely clustered under otic vesicle and jaw,lateral,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-4.jpg,Kaede,Day4,yolk ,lateral,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-4.jpg,Kaede,Day4,medulla oblongata ,lateral,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y434Et,s1999Tg,y434s1999Day4-4.jpg,Kaede,Day4,puncta loosely clustered under otic vesicle and jaw,lateral,"View of larva transgenic for y434Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in yolk (plus extension;punctate cells), medulla oblongata (caudal cluster) and puncta loosely clustered under otic vesicle and jaw."
y435Et,s1999Tg,y435s1999Day4-1.jpg,Kaede,Day4,pineal complex,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-1.jpg,Kaede,Day4,retina ,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-1.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-1.jpg,Kaede,Day4,vasculature,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-1.jpg,Kaede,Day4,trigeminal ganglion,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-1.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-1.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-2.jpg,Kaede,Day4,pineal complex,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-2.jpg,Kaede,Day4,retina ,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-2.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-2.jpg,Kaede,Day4,vasculature,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-2.jpg,Kaede,Day4,trigeminal ganglion,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-2.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-2.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-3.jpg,Kaede,Day4,pineal complex,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-3.jpg,Kaede,Day4,retina ,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-3.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-3.jpg,Kaede,Day4,vasculature,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-3.jpg,Kaede,Day4,trigeminal ganglion,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-3.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y435Et,s1999Tg,y435s1999Day4-3.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y435Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in pineal complex, retina (strong), fast muscle (weak), vasculature, trigeminal ganglion, spinal cord and notochord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,lens,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,bilateral cluster of cells below optic tectum,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,pronephric tubules,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,caudal fin rays,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,notochord ,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,olfactory sensory neurons,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,notochord,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,muscle,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-1.jpg,Kaede,Day4,spinal cord,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,lens,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,bilateral cluster of cells below optic tectum,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,pronephric tubules,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,caudal fin rays,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,notochord ,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,olfactory sensory neurons,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,notochord,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,muscle,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-2.jpg,Kaede,Day4,spinal cord,dorsal,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,lens,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,bilateral cluster of cells below optic tectum,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,pronephric tubules,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,caudal fin rays,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,notochord ,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,olfactory sensory neurons,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,muscle,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-3.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,lens,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,bilateral cluster of cells below optic tectum,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,pronephric tubules,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,caudal fin rays,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,notochord ,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,olfactory sensory neurons,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,muscle,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-4.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,lens,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,bilateral cluster of cells below optic tectum,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,pronephric tubules,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,caudal fin rays,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,notochord ,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,olfactory sensory neurons,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,muscle,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y436Et,s1999Tg,y436s1999Day4-5.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y436Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, bilateral cluster of cells below optic tectum, pronephric tubules, caudal fin rays, notochord (weak), olfactory sensory neurons, retina, notochord, muscle and spinal cord."
y437Et,s1999Tg,y437s1999Day4-1.jpg,Kaede,Day4,lens,dorsal,"View of larva transgenic for y437Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, branchial arches, optic tectum (radial glia), heart, muscle, retina and integument."
y437Et,s1999Tg,y437s1999Day4-1.jpg,Kaede,Day4,branchial arches,dorsal,"View of larva transgenic for y437Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, branchial arches, optic tectum (radial glia), heart, muscle, retina and integument."
y437Et,s1999Tg,y437s1999Day4-1.jpg,Kaede,Day4,optic tectum ,dorsal,"View of larva transgenic for y437Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, branchial arches, optic tectum (radial glia), heart, muscle, retina and integument."
y437Et,s1999Tg,y437s1999Day4-1.jpg,Kaede,Day4,heart,dorsal,"View of larva transgenic for y437Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, branchial arches, optic tectum (radial glia), heart, muscle, retina and integument."
y437Et,s1999Tg,y437s1999Day4-1.jpg,Kaede,Day4,muscle,dorsal,"View of larva transgenic for y437Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, branchial arches, optic tectum (radial glia), heart, muscle, retina and integument."
y437Et,s1999Tg,y437s1999Day4-1.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y437Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, branchial arches, optic tectum (radial glia), heart, muscle, retina and integument."
y437Et,s1999Tg,y437s1999Day4-1.jpg,Kaede,Day4,integument,dorsal,"View of larva transgenic for y437Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, branchial arches, optic tectum (radial glia), heart, muscle, retina and integument."
y437Et,s1999Tg,y437s1999Day4-2.jpg,Kaede,Day4,lens,dorsal,"View of larva transgenic for y437Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in lens, branchial arches, optic tectum (radial glia), heart, muscle, retina and integument."
