accession,feature_id,fmrel_type,marker_id,symbol,ensdarg
E7FAZ2,ZDB-ALT-110628-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039489
A0A0R4IPR8,ZDB-ALT-110628-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039489
E7FAZ2,ZDB-ALT-110628-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039489
E7EYG0,ZDB-ALT-110701-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061233
E9QGZ9,ZDB-ALT-110701-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061233
E7EYG0,ZDB-ALT-110701-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061233
E9QGZ9,ZDB-ALT-110701-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061233
E7EYG0,ZDB-ALT-110701-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061233
E9QGZ9,ZDB-ALT-110701-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061233
E7EYG0,ZDB-ALT-110701-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061233
E9QGZ9,ZDB-ALT-110701-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061233
A0A2R8RNG4,ZDB-ALT-110701-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000025013
B0S554,ZDB-ALT-110701-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000025013
A0A2R8RNG4,ZDB-ALT-110701-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000025013
B0S554,ZDB-ALT-110701-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000025013
A0A2R8RNG4,ZDB-ALT-110701-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000025013
B0S554,ZDB-ALT-110701-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000025013
A0A2R8RNG4,ZDB-ALT-110701-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000025013
B0S554,ZDB-ALT-110701-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000025013
Q08CH3,ZDB-ALT-110701-30,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061989
Q08CH3,ZDB-ALT-110701-30,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061989
A5D6S3,ZDB-ALT-110701-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000060554
A5D6S3,ZDB-ALT-110701-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000060554
F1QTJ6,ZDB-ALT-110706-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000070954
F1QTJ6,ZDB-ALT-110706-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000070954
A0A0R4ILP2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
E7EXG0,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
F8W4K2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
A0A0R4ILP2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
E7EXG0,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
F8W4K2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
A0A0R4ILP2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
E7EXG0,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
F8W4K2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
A0A0R4ILP2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
E7EXG0,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
F8W4K2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
A0A0R4ILP2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
E7EXG0,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
F8W4K2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
A0A0R4ILP2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
E7EXG0,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
F8W4K2,ZDB-ALT-110706-23,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000023771
E7FFG5,ZDB-ALT-110706-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000062934
E7FFG5,ZDB-ALT-110706-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000062934
A2CEX6,ZDB-ALT-110706-33,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000013434
A2CEX6,ZDB-ALT-110706-33,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000013434
A5PMG8,ZDB-ALT-110706-43,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000056252
A5PMG8,ZDB-ALT-110706-43,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000056252
Q5GH39,ZDB-ALT-110706-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000036952
Q5GH39,ZDB-ALT-110706-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000036952
B3DH98,ZDB-ALT-110706-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000037916
B3DH98,ZDB-ALT-110706-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000037916
B0S7E1,ZDB-ALT-110707-5,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008380
B0S7E1,ZDB-ALT-110707-5,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008380
E9QHK4,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1Q529,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1RCR6,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
E9QHK4,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1Q529,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1RCR6,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
E9QHK4,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1Q529,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1RCR6,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
E9QHK4,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1Q529,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1RCR6,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
E9QHK4,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1Q529,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1RCR6,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
E9QHK4,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1Q529,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
F1RCR6,ZDB-ALT-110711-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061397
B1H1H9,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
F1QUN2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WBL2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WEB2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
B1H1H9,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
F1QUN2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WBL2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WEB2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
B1H1H9,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
F1QUN2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WBL2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WEB2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
B1H1H9,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
F1QUN2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WBL2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WEB2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
B1H1H9,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
F1QUN2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WBL2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WEB2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
B1H1H9,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
F1QUN2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WBL2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WEB2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
B1H1H9,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
F1QUN2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WBL2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WEB2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
B1H1H9,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
F1QUN2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WBL2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
X1WEB2,ZDB-ALT-110711-14,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031774
B8A4X5,ZDB-ALT-110711-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000060656
B8A4X5,ZDB-ALT-110711-13,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000060656
F1QQC3,ZDB-ALT-110712-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000044010
F1QQC3,ZDB-ALT-110712-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000044010
Q1MT42,ZDB-ALT-110712-20,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000013834
Q1MT42,ZDB-ALT-110712-20,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000013834
E7F0C5,ZDB-ALT-110712-29,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000059642
E7F0C5,ZDB-ALT-110712-29,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000059642
B0UXK1,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK3,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
F1QDI5,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK1,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK3,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
F1QDI5,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK1,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK3,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
F1QDI5,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK1,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK3,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
F1QDI5,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK1,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK3,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
F1QDI5,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK1,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
B0UXK3,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
F1QDI5,ZDB-ALT-110712-37,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000069482
A0A2R8Q7T2,ZDB-ALT-110712-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027564
E7FE80,ZDB-ALT-110712-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027564
A0A2R8Q7T2,ZDB-ALT-110712-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027564
E7FE80,ZDB-ALT-110712-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027564
A0A2R8Q7T2,ZDB-ALT-110712-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027564
E7FE80,ZDB-ALT-110712-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027564
A0A2R8Q7T2,ZDB-ALT-110712-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027564
E7FE80,ZDB-ALT-110712-55,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027564
A0A0R4IUV0,ZDB-ALT-110713-2,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027824
A0A0R4IUV0,ZDB-ALT-110713-2,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027824
A3KDM3,ZDB-ALT-110713-3,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000009170
A3KDM3,ZDB-ALT-110713-3,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000009170
X1WFI1,ZDB-ALT-110713-4,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000026313
X1WFI1,ZDB-ALT-110713-4,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000026313
F1QUS2,ZDB-ALT-111122-3,is allele of,ZDB-GENE-040513-7,cdh23,ENSDARG00000007561
X1WGA9,ZDB-ALT-130502-1,is allele of,ZDB-GENE-070209-271,syne3,ENSDARG00000023237
E9QBP8,ZDB-ALT-110210-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-110210-2,Et(krt4:GAP-KillerRed),ENSDARG00000078279
F1QCZ8,ZDB-ALT-110210-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-110210-2,Et(krt4:GAP-KillerRed),ENSDARG00000078279
E9QBP8,ZDB-ALT-110210-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-110210-2,Et(krt4:GAP-KillerRed),ENSDARG00000078279
F1QCZ8,ZDB-ALT-110210-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-110210-2,Et(krt4:GAP-KillerRed),ENSDARG00000078279
E9QBP8,ZDB-ALT-110210-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-110210-2,Et(krt4:GAP-KillerRed),ENSDARG00000078279
F1QCZ8,ZDB-ALT-110210-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-110210-2,Et(krt4:GAP-KillerRed),ENSDARG00000078279
E9QBP8,ZDB-ALT-110210-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-110210-2,Et(krt4:GAP-KillerRed),ENSDARG00000078279
F1QCZ8,ZDB-ALT-110210-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-110210-2,Et(krt4:GAP-KillerRed),ENSDARG00000078279
I3IT83,ZDB-ALT-190819-2,contains innocuous sequence feature,ZDB-ETCONSTRCT-120217-3,"Et(shhb:KALTA4,UAS-E1B:mCherry)",ENSDARG00000070721
Q1L673,ZDB-ALT-190819-2,contains innocuous sequence feature,ZDB-ETCONSTRCT-120217-3,"Et(shhb:KALTA4,UAS-E1B:mCherry)",ENSDARG00000070721
I3IT83,ZDB-ALT-190819-2,contains innocuous sequence feature,ZDB-ETCONSTRCT-120217-3,"Et(shhb:KALTA4,UAS-E1B:mCherry)",ENSDARG00000070721
Q1L673,ZDB-ALT-190819-2,contains innocuous sequence feature,ZDB-ETCONSTRCT-120217-3,"Et(shhb:KALTA4,UAS-E1B:mCherry)",ENSDARG00000070721
A0A0R4IA00,ZDB-ALT-191219-5,is allele of,ZDB-GENE-091118-67,gucy2ca,ENSDARG00000014320
A0A0R4IA00,ZDB-ALT-191219-5,is allele of,ZDB-GENE-091118-67,gucy2ca,ENSDARG00000014320
A0A0R4IA00,ZDB-ALT-191219-5,contains innocuous sequence feature,ZDB-GTCONSTRCT-170615-1,Gt(:gSAIz-GAL4FFD),ENSDARG00000014320
A0A0R4IA00,ZDB-ALT-191219-5,contains innocuous sequence feature,ZDB-GTCONSTRCT-170615-1,Gt(:gSAIz-GAL4FFD),ENSDARG00000014320
A0A0G2KQB9,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8PWZ0,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8Q4H1,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8QGV8,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8QS07,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A0G2KQB9,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8PWZ0,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8Q4H1,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8QGV8,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8QS07,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A0G2KQB9,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8PWZ0,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8Q4H1,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8QGV8,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8QS07,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A0G2KQB9,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8PWZ0,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8Q4H1,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8QGV8,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8QS07,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A0G2KQB9,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8PWZ0,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
A0A2R8Q4H1,ZDB-ALT-190501-784,is allele of,ZDB-GENE-071001-1,ryr2a,ENSDARG00000098856
