expid|DBname|DBname|ZECOtermname|zecoid|otherid|CC
ZDB-EXP-110114-2|cldn5a MO|cldn5a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110118-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:472805|
ZDB-EXP-110118-6|zGL2|zGL2|standard conditions|ZECO:0000103||
ZDB-EXP-110119-1|zGL1|zGL1|standard conditions|ZECO:0000103||
ZDB-EXP-110119-11|ryr3MO|ryr3MO|standard conditions|ZECO:0000103||
ZDB-EXP-110119-5|camk2aKAP|camk2aKAP|standard conditions|ZECO:0000103||
ZDB-EXP-110119-6|camk2b2|camk2b2|standard conditions|ZECO:0000103||
ZDB-EXP-110119-7|camk2g1|camk2g1|standard conditions|ZECO:0000103||
ZDB-EXP-110120-1|pkd2MO|pkd2MO|standard conditions|ZECO:0000103||
ZDB-EXP-110120-2|ntlMO|ntlMO|standard conditions|ZECO:0000103||
ZDB-EXP-110120-3|chemical|Rapamycin (CAS: 53123-88-9)|chemical treatment|ZECO:0000102|CHEBI:9168|
ZDB-EXP-110120-4|copebATGMO|copebATGMO|standard conditions|ZECO:0000103||
ZDB-EXP-110120-5|copebsplMO|copebsplMO|standard conditions|ZECO:0000103||
ZDB-EXP-110120-6|Spl MO Lkb1|Spl MO Lkb1|standard conditions|ZECO:0000103||
ZDB-EXP-110120-7|ATG MO lkb1|ATG MO lkb1|standard conditions|ZECO:0000103||
ZDB-EXP-110121-3|tsc2 spl MO|tsc2 spl MO|standard conditions|ZECO:0000103||
ZDB-EXP-110121-4|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-110121-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:48607|
ZDB-EXP-110121-8|Derl1MO|Derl1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110124-6|grhl1 splice MO|grhl1 splice MO|standard conditions|ZECO:0000103||
ZDB-EXP-110126-2|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110127-1|MO1-six1b|MO1-six1b|standard conditions|ZECO:0000103||
ZDB-EXP-110128-1|Foxi3a MO|Foxi3a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110128-2|gphn a & b MOs|gphn a & b MOs|standard conditions|ZECO:0000103||
ZDB-EXP-110128-3|gphna MO|gphna MO|standard conditions|ZECO:0000103||
ZDB-EXP-110128-4|gphnb MO|gphnb MO|standard conditions|ZECO:0000103||
ZDB-EXP-110128-5|spawMO|spawMO|standard conditions|ZECO:0000103||
ZDB-EXP-110128-6|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110128-7|chemical|DMSO|chemical treatment|ZECO:0000102|CHEBI:28262|
ZDB-EXP-110128-7|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110128-8|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110128-8|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110131-1|nkd1 MO|nkd1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110131-2|MO-rem2|MO-rem2|standard conditions|ZECO:0000103||
ZDB-EXP-110131-6|invs MO|invs MO|standard conditions|ZECO:0000103||
ZDB-EXP-110131-7|tilb MO|tilb MO|standard conditions|ZECO:0000103||
ZDB-EXP-110131-8|ift88 MO|ift88 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110201-2|bcl11bbMO|bcl11bbMO|standard conditions|ZECO:0000103||
ZDB-EXP-110201-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110201-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110201-5|dachbMO|dachbMO|standard conditions|ZECO:0000103||
ZDB-EXP-110202-11|p53MO|p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-110202-12|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-110202-2|erbMOlow|erbMOlow|standard conditions|ZECO:0000103||
ZDB-EXP-110202-3|erbMOmed|erbMOmed|standard conditions|ZECO:0000103||
ZDB-EXP-110202-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110202-7|TM1 MO|TM1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110203-1|nb/nbl MO (0.8)|nb/nbl MO (0.8)|standard conditions|ZECO:0000103||
ZDB-EXP-110203-4|prpf4MO|prpf4MO|standard conditions|ZECO:0000103||
ZDB-EXP-110203-9|prpf31MOlo|prpf31MOlo|standard conditions|ZECO:0000103||
ZDB-EXP-110204-1|cdk5MO|cdk5MO|standard conditions|ZECO:0000103||
ZDB-EXP-110204-11|sox9aMOi1e2|sox9aMOi1e2|standard conditions|ZECO:0000103||
ZDB-EXP-110204-12|sox9aMOi2e3|sox9aMOi2e3|standard conditions|ZECO:0000103||
ZDB-EXP-110204-17|MO2-atp2b1a|MO2-atp2b1a|standard conditions|ZECO:0000103||
ZDB-EXP-110204-2|rock2bMO1|rock2bMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110204-3|rock2bMO2|rock2bMO2|standard conditions|ZECO:0000103||
ZDB-EXP-110204-7|MO1 cdc14b|MO1 cdc14b|standard conditions|ZECO:0000103||
ZDB-EXP-110204-8|MO2 cdc14b|MO2 cdc14b|standard conditions|ZECO:0000103||
ZDB-EXP-110207-4|flotMO|flotMO|standard conditions|ZECO:0000103||
ZDB-EXP-110207-8|sema3d a MO|sema3d a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110207-9|dpysl3 AMO|dpysl3 AMO|standard conditions|ZECO:0000103||
ZDB-EXP-110208-3|boc MO|boc MO|standard conditions|ZECO:0000103||
ZDB-EXP-110209-1|chemical|vitamin|chemical treatment|ZECO:0000102|CHEBI:17823|
ZDB-EXP-110210-1|tie1 MO|tie1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110213-1|cabMO|cabMO|standard conditions|ZECO:0000103||
ZDB-EXP-110215-1|zspt5 MO|zspt5 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110216-1|puMO|puMO|standard conditions|ZECO:0000103||
ZDB-EXP-110216-10|zAE1b MO|zAE1b MO|standard conditions|ZECO:0000103||
ZDB-EXP-110216-2|runxMO|runxMO|standard conditions|ZECO:0000103||
ZDB-EXP-110216-3|cebp1MO|cebp1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110216-5|klf4MO|klf4MO|standard conditions|ZECO:0000103||
ZDB-EXP-110216-8|gata1+klfMO|gata1+klfMO|standard conditions|ZECO:0000103||
ZDB-EXP-110216-9|pu+cebp1MO|pu+cebp1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110222-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-110223-1|d10a MO|d10a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110223-2|d13a MO|d13a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110223-4|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-110224-2|faf1 ATG MO|faf1 ATG MO|standard conditions|ZECO:0000103||
ZDB-EXP-110224-4|faf1 ATG MO + p53 MO|faf1 ATG MO + p53 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110224-5|faf1 SB MO + p53 MO|faf1 SB MO + p53 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110224-6|olig2MO|olig2MO|standard conditions|ZECO:0000103||
ZDB-EXP-110224-7|sim1MO|sim1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110228-2|mo2cxcr4b|mo2cxcr4b|standard conditions|ZECO:0000103||
ZDB-EXP-110228-3|MO2cxcl12a|MO2cxcl12a|standard conditions|ZECO:0000103||
ZDB-EXP-110228-4|BothMOs|BothMOs|standard conditions|ZECO:0000103||
ZDB-EXP-110302-1|adssMO|adssMO|standard conditions|ZECO:0000103||
ZDB-EXP-110302-3|PS1TIn|PS1TIn|standard conditions|ZECO:0000103||
ZDB-EXP-110302-4|PS2TIn|PS2TIn|standard conditions|ZECO:0000103||
ZDB-EXP-110303-1|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-110303-2|gpft1 MO|gpft1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110307-1|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110307-2|moesin1 MO1|moesin1 MO1|standard conditions|ZECO:0000103||
ZDB-EXP-110308-1|six1a MO|six1a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110308-4|Ve-cadherin MO|Ve-cadherin MO|standard conditions|ZECO:0000103||
ZDB-EXP-110309-1|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-110309-2|glut1 MO|glut1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110309-3|akt2 splice MO|akt2 splice MO|standard conditions|ZECO:0000103||
ZDB-EXP-110309-4|akt2 start MO|akt2 start MO|standard conditions|ZECO:0000103||
ZDB-EXP-110314-1|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:23414|
ZDB-EXP-110314-1|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110314-3|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:22977|
ZDB-EXP-110314-4|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:16170|
ZDB-EXP-110314-5|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:27563|
ZDB-EXP-110314-6|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:25016|
ZDB-EXP-110314-7|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:16170|
ZDB-EXP-110314-8|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:27563|
ZDB-EXP-110314-9|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:25016|
ZDB-EXP-110315-1|foxC1dMO|foxC1dMO|standard conditions|ZECO:0000103||
ZDB-EXP-110315-4|myf5MO|myf5MO|standard conditions|ZECO:0000103||
ZDB-EXP-110315-7|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-110315-8|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-110315-8|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110315-9|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-110315-9|physiological|viral infection|viral treatment|ZECO:0000110|11288|
ZDB-EXP-110316-1|physiological|viral infection|viral treatment|ZECO:0000110|11288|
ZDB-EXP-110316-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110317-1|smarca4 MO|smarca4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110317-2|p53MO|p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-110317-3|chsy1 MO|chsy1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110317-4|chsy2 MO|chsy2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110317-5|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110318-1|dan MO|dan MO|standard conditions|ZECO:0000103||
ZDB-EXP-110321-2|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-110321-3|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-110322-1|env4|env4|standard conditions|ZECO:0000103||
ZDB-EXP-110323-1|chsy1 ko|chsy1 ko|standard conditions|ZECO:0000103||
ZDB-EXP-110324-1|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110329-1|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110330-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110330-2|tbxMO|tbxMO|standard conditions|ZECO:0000103||
ZDB-EXP-110401-1|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-110404-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110404-2|physiological|regeneration/healing|light damage|ZECO:0000245|ZFA:0000152|
ZDB-EXP-110404-2|physiological|regeneration/healing|constant light|ZECO:0000150||
ZDB-EXP-110404-2|physiological|regeneration/healing|high light intensity|ZECO:0000152||
ZDB-EXP-110404-3|CNTF inj. + stat3 MO1|CNTF inj. + stat3 MO1|standard conditions|ZECO:0000103||
ZDB-EXP-110404-4|CNTF inj. + stat3 MO2|CNTF inj. + stat3 MO2|standard conditions|ZECO:0000103||
ZDB-EXP-110404-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110404-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110404-7|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110405-1|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-110405-2|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-110405-3|chemical|17beta-estradiol (CAS: 50-28-2)|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-110405-4|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-110405-6|chemical|17beta-estradiol (CAS: 50-28-2)|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-110405-7|MO1-smyhc1|MO1-smyhc1|standard conditions|ZECO:0000103||
ZDB-EXP-110405-8|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110406-2|SB-MO elmo1|SB-MO elmo1|standard conditions|ZECO:0000103||
ZDB-EXP-110406-3|pax3MO|pax3MO|standard conditions|ZECO:0000103||
ZDB-EXP-110406-4|eya1MO|eya1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110407-1|SB1-MO dock180|SB1-MO dock180|standard conditions|ZECO:0000103||
ZDB-EXP-110407-2|SB-MO elmo1 + SB1-MO dock180|SB-MO elmo1 + SB1-MO dock180|standard conditions|ZECO:0000103||
ZDB-EXP-110407-3|SB-MO unc5b|SB-MO unc5b|standard conditions|ZECO:0000103||
ZDB-EXP-110408-2|sema3e e3i3 MO|sema3e e3i3 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110410-2|nusapMO1|nusapMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110411-1|parp3MO1|parp3MO1|standard conditions|ZECO:0000103||
ZDB-EXP-110411-10|gbx2MO|gbx2MO|standard conditions|ZECO:0000103||
ZDB-EXP-110411-11|MO-start|MO-start|standard conditions|ZECO:0000103||
ZDB-EXP-110411-3|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110411-4|MO-wnt9a|MO-wnt9a|standard conditions|ZECO:0000103||
ZDB-EXP-110412-1|MO4-atoh1a|MO4-atoh1a|standard conditions|ZECO:0000103||
ZDB-EXP-110412-2|grk2MO|grk2MO|standard conditions|ZECO:0000103||
ZDB-EXP-110412-3|physiological|regeneration/healing|surgical manipulation|ZECO:0000176|ZFA:0000435|
ZDB-EXP-110412-4|MO1-trpc1|MO1-trpc1|standard conditions|ZECO:0000103||
ZDB-EXP-110412-6|prrx1b MO|prrx1b MO|standard conditions|ZECO:0000103||
ZDB-EXP-110412-7|mef2a MO|mef2a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110413-10|id2aMO|id2aMO|standard conditions|ZECO:0000103||
ZDB-EXP-110413-11|id2bMO|id2bMO|standard conditions|ZECO:0000103||
ZDB-EXP-110413-5|tnfaMO|tnfaMO|standard conditions|ZECO:0000103||
ZDB-EXP-110413-6|tnfbMO|tnfbMO|standard conditions|ZECO:0000103||
ZDB-EXP-110413-7|MO1aplnra|MO1aplnra|standard conditions|ZECO:0000103||
ZDB-EXP-110413-8|MO2aplnra|MO2aplnra|standard conditions|ZECO:0000103||
ZDB-EXP-110413-9|MO3-aplnra|MO3-aplnra|standard conditions|ZECO:0000103||
ZDB-EXP-110414-1|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:22977|
ZDB-EXP-110414-2|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:16170 |
ZDB-EXP-110414-3|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:27563|
ZDB-EXP-110414-4|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:25016|
ZDB-EXP-110414-5|Su(h) MO|Su(h) MO|standard conditions|ZECO:0000103||
ZDB-EXP-110418-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110418-2|MO2-trpc1|MO2-trpc1|standard conditions|ZECO:0000103||
ZDB-EXP-110418-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110419-2|crb2 MO|crb2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110419-3|rras MO|rras MO|standard conditions|ZECO:0000103||
ZDB-EXP-110420-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110420-3|notch3 MO1|notch3 MO1|standard conditions|ZECO:0000103||
ZDB-EXP-110420-4|usp39 MO|usp39 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110421-1|dndMO|dndMO|standard conditions|ZECO:0000103||
ZDB-EXP-110421-2|collec11 MOs|collec11 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-110421-3|masp1 MOs|masp1 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-110422-1|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-110422-2|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-110422-3|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-110422-4|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-110422-5|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110425-1|tsen54 ATG MO|tsen54 ATG MO|standard conditions|ZECO:0000103||
ZDB-EXP-110425-2|rars2 ATG MO|rars2 ATG MO|standard conditions|ZECO:0000103||
ZDB-EXP-110426-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:86195|
ZDB-EXP-110426-7|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-110426-8|chemical|Ethanol|chemical treatment|ZECO:0000102|CHEBI:16236|
ZDB-EXP-110427-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-110427-2|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-110427-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:78510|
ZDB-EXP-110427-4|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-110502-1|cdh11MOB|cdh11MOB|standard conditions|ZECO:0000103||
ZDB-EXP-110504-1|MO2-lfng|MO2-lfng|standard conditions|ZECO:0000103||
ZDB-EXP-110504-2|esr1-MO|esr1-MO|standard conditions|ZECO:0000103||
ZDB-EXP-110504-3|3MO|3MO|standard conditions|ZECO:0000103||
ZDB-EXP-110504-4|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-110504-5|sdf1-MO|sdf1-MO|standard conditions|ZECO:0000103||
ZDB-EXP-110504-7|esr1 & sdf1 MOs|esr1 & sdf1 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-110504-8|esr1 & cxcr4b MOs|esr1 & cxcr4b MOs|standard conditions|ZECO:0000103||
ZDB-EXP-110505-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110506-1|MO ngn1|MO ngn1|standard conditions|ZECO:0000103||
ZDB-EXP-110506-2|MO ascl1b|MO ascl1b|standard conditions|ZECO:0000103||
ZDB-EXP-110506-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110509-1|e2f4 MO|e2f4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110509-3|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-110509-4|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-110510-1|myo6a MO|myo6a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110510-4|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110510-5|regeneration + sox11b MO|regeneration + sox11b MO|standard conditions|ZECO:0000103||
ZDB-EXP-110511-1|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110511-2|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-110511-6|dll4 MO|dll4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110511-7|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-110511-8|regeneration + ascl1a MO|regeneration + ascl1a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110511-9|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-110512-1|chemical|Environmental contaminants|chemical treatment|ZECO:0000102||
ZDB-EXP-110513-1|tnnt2 MO|tnnt2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110513-2|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-110513-3|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110519-2|kdrl MO|kdrl MO|standard conditions|ZECO:0000103||
ZDB-EXP-110519-3|p38MO|p38MO|standard conditions|ZECO:0000103||
ZDB-EXP-110519-5|sdcMO1|sdcMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110519-6|sdcMO2|sdcMO2|standard conditions|ZECO:0000103||
ZDB-EXP-110520-1|piwil2 MO|piwil2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110520-2|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001418|
ZDB-EXP-110520-3|piwil2 MO|piwil2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110523-5|MO1&MO2 grna|MO1&MO2 grna|standard conditions|ZECO:0000103||
ZDB-EXP-110524-3|qKA gt-MO|qKA gt-MO|standard conditions|ZECO:0000103||
ZDB-EXP-110524-4|gli2a MO|gli2a MO|standard conditions|ZECO:0000103||
ZDB-EXP-110525-1|zmt2MO|zmt2MO|standard conditions|ZECO:0000103||
ZDB-EXP-110525-10|chemical|other|chemical treatment|ZECO:0000102|CHEBI:78510|
ZDB-EXP-110525-2|hjvMO1|hjvMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110525-3|hjvMO2|hjvMO2|standard conditions|ZECO:0000103||
ZDB-EXP-110525-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110525-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110525-7|mtp2MO|mtp2MO|standard conditions|ZECO:0000103||
ZDB-EXP-110525-8|mtp2hjvMO2|mtp2hjvMO2|standard conditions|ZECO:0000103||
ZDB-EXP-110525-9|chemical|other|chemical treatment|ZECO:0000102|CHEBI:78510|
ZDB-EXP-110526-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110531-1|mef2cb MO|mef2cb MO|standard conditions|ZECO:0000103||
ZDB-EXP-110601-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-110602-1|zLMNA-MO1|zLMNA-MO1|standard conditions|ZECO:0000103||
ZDB-EXP-110602-2|zLMNA-MO2|zLMNA-MO2|standard conditions|ZECO:0000103||
ZDB-EXP-110602-4|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110602-5|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-110602-6|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-110603-3|physiological|bacterial infection|bacterial treatment by injection|ZECO:0000230|562|
ZDB-EXP-110603-4|physiological|bacterial infection|bacterial treatment by injection|ZECO:0000230|562|
ZDB-EXP-110606-1|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110606-3|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110606-4|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-110606-5|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-110615-1|e3i3MOp53|e3i3MOp53|standard conditions|ZECO:0000103||
ZDB-EXP-110615-2|eaMO|eaMO|standard conditions|ZECO:0000103||
ZDB-EXP-110615-3|aMO|aMO|standard conditions|ZECO:0000103||
ZDB-EXP-110617-1|bcatMO|bcatMO|standard conditions|ZECO:0000103||
ZDB-EXP-110620-1|CtBP2a|CtBP2a|standard conditions|ZECO:0000103||
ZDB-EXP-110620-2|CtBP2b|CtBP2b|standard conditions|ZECO:0000103||
ZDB-EXP-110620-4|HIPK2a|HIPK2a|standard conditions|ZECO:0000103||
ZDB-EXP-110620-5|mixHIPK2|mixHIPK2|standard conditions|ZECO:0000103||
ZDB-EXP-110620-6|CtBpMix|CtBpMix|standard conditions|ZECO:0000103||
ZDB-EXP-110621-1|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-110621-2|temperature|stable|heat exposure|ZECO:0000163||
ZDB-EXP-110621-4|her8aMO2|her8aMO2|standard conditions|ZECO:0000103||
ZDB-EXP-110624-1|chemical|PCB|chemical treatment|ZECO:0000102|CHEBI:34317|
ZDB-EXP-110627-1|chpMO1|chpMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110627-2|chpMO2|chpMO2|standard conditions|ZECO:0000103||
ZDB-EXP-110627-5|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-110627-6|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-110628-1|thsd7aMO1|thsd7aMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110628-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110628-4|physiological|bacterial infection|bacterial treatment|ZECO:0000106|1131442|
ZDB-EXP-110628-5|physiological|bacterial infection|bacterial treatment|ZECO:0000106|1131442|
ZDB-EXP-110630-1|mbnl2MO1|mbnl2MO1|standard conditions|ZECO:0000103||
ZDB-EXP-110705-1|ccm1MO|ccm1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110706-1|prop1MO|prop1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110707-1|MO1gdf6a+tp53|MO1gdf6a+tp53|standard conditions|ZECO:0000103||
ZDB-EXP-110708-1|MO1-tbx5+tp53|MO1-tbx5+tp53|standard conditions|ZECO:0000103||
ZDB-EXP-110708-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110711-1|fuMO|fuMO|standard conditions|ZECO:0000103||
ZDB-EXP-110711-2|fu+p53MO|fu+p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-110712-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110713-1|cobl-MOa|cobl-MOa|standard conditions|ZECO:0000103||
ZDB-EXP-110714-1|MObmp4+tp53|MObmp4+tp53|standard conditions|ZECO:0000103||
ZDB-EXP-110718-3|cobl-MOb|cobl-MOb|standard conditions|ZECO:0000103||
ZDB-EXP-110718-4|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-110718-5|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-110719-1|ttll3 ex7MO|ttll3 ex7MO|standard conditions|ZECO:0000103||
ZDB-EXP-110719-2|ttll6 ATGMO|ttll6 ATGMO|standard conditions|ZECO:0000103||
ZDB-EXP-110720-1|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110725-1|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-110725-3|foxc1 MO|foxc1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110725-4|nlz1 MO (znf703)|nlz1 MO (znf703)|standard conditions|ZECO:0000103||
ZDB-EXP-110725-5|flt1 ATG MO|flt1 ATG MO|standard conditions|ZECO:0000103||
ZDB-EXP-110726-2|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-110726-3|aspMO|aspMO|standard conditions|ZECO:0000103||
ZDB-EXP-110726-5|env4|env4|standard conditions|ZECO:0000103||
ZDB-EXP-110726-6|env5|env5|standard conditions|ZECO:0000103||
ZDB-EXP-110726-7|chemical|Metal|chemical treatment|ZECO:0000102||
