expid,DBname,DBname,ZECOtermname,zecoid,otherid,CC
ZDB-EXP-130118-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130118-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:6456,
ZDB-EXP-130118-6,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130125-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130204-4,salinity,hypotonic,low sodium,ZECO:0000199,,
ZDB-EXP-130204-6,salinity,hypotonic,low sodium,ZECO:0000199,,
ZDB-EXP-130204-8,salinity,hypotonic,low sodium,ZECO:0000199,,
ZDB-EXP-130206-5,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-130219-4,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-130220-10,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-130220-2,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-130220-4,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-130220-5,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-130220-6,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-130221-1,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-130222-14,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:78510,
ZDB-EXP-130228-1,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-130305-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130305-2,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-130315-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130318-2,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-130318-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130319-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130319-2,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130320-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130320-11,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130320-2,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130320-5,chemical,Pesticide,chemical treatment,ZECO:0000102,CHEBI:25944,
ZDB-EXP-130320-8,chemical,PTU,chemical treatment,ZECO:0000102,CHEBI:46261,
ZDB-EXP-130321-8,physiological,germ free,Germ free,ZECO:0000108,,
ZDB-EXP-130321-9,physiological,bacterial infection,bacterial treatment,ZECO:0000106,654,
ZDB-EXP-130322-7,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130326-11,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130326-12,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-130326-8,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130327-10,pH,acidic,acidic,ZECO:0000201,,
ZDB-EXP-130327-11,pH,acidic,acidic,ZECO:0000201,,
ZDB-EXP-130327-12,pH,acidic,acidic,ZECO:0000201,,
ZDB-EXP-130327-13,physiological,regeneration/healing,perforation,ZECO:0000178,ZFA:0000152,
ZDB-EXP-130327-2,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130327-6,pH,acidic,acidic,ZECO:0000201,,
ZDB-EXP-130327-7,pH,acidic,acidic,ZECO:0000201,,
ZDB-EXP-130328-1,physiological,regeneration/healing,perforation,ZECO:0000178,ZFA:0000152,
ZDB-EXP-130328-2,physiological,regeneration/healing,perforation,ZECO:0000178,ZFA:0000152,
ZDB-EXP-130328-4,physiological,regeneration/healing,perforation,ZECO:0000178,ZFA:0000152,
ZDB-EXP-130401-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130402-2,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130402-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130404-1,physical,hypoxia,hypoxia,ZECO:0000189,,
ZDB-EXP-130411-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:75393,
ZDB-EXP-130411-5,chemical,DEAB (CAS:93148-15-3),chemical treatment by environment,ZECO:0000238,CHEBI:86195,
ZDB-EXP-130411-6,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment by environment,ZECO:0000238,CHEBI:15367,
ZDB-EXP-130412-1,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-130412-11,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment by environment,ZECO:0000238,CHEBI:15367,
ZDB-EXP-130412-12,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment by environment,ZECO:0000238,CHEBI:15367,
ZDB-EXP-130412-13,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130412-2,chemical,DEAB (CAS:93148-15-3),chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-130416-11,physical,hypoxia,hypoxia,ZECO:0000189,,
ZDB-EXP-130417-4,temperature,stable,cold exposure,ZECO:0000162,,
ZDB-EXP-130417-5,temperature,stable,standard,ZECO:0000103,,
ZDB-EXP-130417-6,temperature,stable,temperature exposure,ZECO:0000160,,
ZDB-EXP-130417-7,temperature,stable,temperature exposure,ZECO:0000160,,
ZDB-EXP-130418-3,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-130418-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-130418-4,chemical,Rapamycin (CAS: 53123-88-9),chemical treatment,ZECO:0000102,CHEBI:9168,
ZDB-EXP-130418-8,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130419-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130422-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130422-6,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:91198 ,
ZDB-EXP-130425-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130425-2,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130430-4,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130430-5,physical,light,light damage,ZECO:0000245,ZFA:0005145,
ZDB-EXP-130501-13,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130501-2,physical,hypoxia,hypoxia,ZECO:0000189,,
ZDB-EXP-130501-3,physical,hypoxia,hypoxia,ZECO:0000189,,
ZDB-EXP-130501-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130520-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130520-4,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-130528-2,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-130528-3,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-130531-2,chemical,other,chemical treatment,ZECO:0000102,CHEBI:77702,
ZDB-EXP-130531-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:77702,
ZDB-EXP-130531-4,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130605-1,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:48080,
ZDB-EXP-130605-10,chemical,DMSO,chemical treatment,ZECO:0000102,CHEBI:28262,
ZDB-EXP-130605-11,chemical,PAH,chemical treatment,ZECO:0000102,,
ZDB-EXP-130605-12,chemical,PCB,chemical treatment,ZECO:0000102,CHEBI:34317,
ZDB-EXP-130605-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:22689,
ZDB-EXP-130611-2,physiological,germ free,Germ free,ZECO:0000108,,
ZDB-EXP-130611-3,physiological,germ free,Germ free,ZECO:0000108,,
ZDB-EXP-130617-1,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-130619-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130619-2,salinity,hypertonic,hypertonic,ZECO:0000206,,
ZDB-EXP-130620-20,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130625-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130702-3,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:6909,
ZDB-EXP-130708-1,physiological,starvation,fasting,ZECO:0000114,,
ZDB-EXP-130708-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:62434,
ZDB-EXP-130708-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130710-5,chemical,Metal,chemical treatment,ZECO:0000102,,
ZDB-EXP-130715-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130717-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130722-7,physiological,starvation,fasting,ZECO:0000114,,
ZDB-EXP-130722-8,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130722-9,physical,hypoxia,hypoxia,ZECO:0000189,,
ZDB-EXP-130729-3,chemical,other,chemical treatment by injection,ZECO:0000237,CHEBI:16412,
ZDB-EXP-130729-5,physiological,bacterial infection,bacterial treatment,ZECO:0000106,,
ZDB-EXP-130730-1,physiological,bacterial infection,bacterial treatment,ZECO:0000106,636,
ZDB-EXP-130730-2,physiological,bacterial infection,bacterial treatment,ZECO:0000106,90371,
ZDB-EXP-130730-3,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-130731-1,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-130731-2,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-130731-3,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-130731-9,chemical,other,chemical treatment,ZECO:0000102,CHEBI:78741,
ZDB-EXP-130801-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130802-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130806-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130806-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86290,
ZDB-EXP-130806-3,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:62882,
ZDB-EXP-130807-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130807-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130807-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130807-4,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-130809-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:7565,
ZDB-EXP-130809-8,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130812-2,physical,gravity,mechanical stress,ZECO:0000155,,
ZDB-EXP-130812-3,physical,gravity,mechanical stress,ZECO:0000155,,
ZDB-EXP-130813-5,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130814-6,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130814-7,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130814-8,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130814-9,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130820-3,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130821-10,physiological,regeneration/healing,laceration,ZECO:0000174,ZFA:0001058,
ZDB-EXP-130821-11,physiological,bacterial infection,bacterial treatment,ZECO:0000106,562,
ZDB-EXP-130822-28,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:62882,
ZDB-EXP-130822-29,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:62882,
ZDB-EXP-130822-30,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:62882,
ZDB-EXP-130822-31,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86290,
ZDB-EXP-130822-32,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-130822-6,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130823-13,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-130823-19,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130826-8,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-130826-9,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-130828-3,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86290,
ZDB-EXP-130828-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:6067,
ZDB-EXP-130828-5,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:6067,
ZDB-EXP-130828-6,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:6067,
ZDB-EXP-130828-7,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:6067,
ZDB-EXP-130828-8,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:6067,
ZDB-EXP-130828-9,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:6067,
ZDB-EXP-130829-3,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:62882,
ZDB-EXP-130829-4,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-130829-4,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-130910-1,physical,gravity,gravity,ZECO:0000154,,
ZDB-EXP-130910-3,physical,gravity,gravity,ZECO:0000154,,
ZDB-EXP-130910-6,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130925-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130925-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-130925-4,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-130925-6,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-130925-6,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-131002-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131002-2,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131002-3,physiological,cancer,cancer xenotransplantation,ZECO:0000236,,
ZDB-EXP-131002-4,physiological,cancer,cancer xenotransplantation,ZECO:0000236,,
ZDB-EXP-131002-5,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131002-7,physiological,cancer,cancer xenotransplantation,ZECO:0000236,,
ZDB-EXP-131002-7,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:90620,
ZDB-EXP-131002-8,chemical,Pharmaceutical drug,chemical treatment by environment,ZECO:0000238,CHEBI:90620,
ZDB-EXP-131004-14,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI 6909,
ZDB-EXP-131004-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131004-8,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:73284,
ZDB-EXP-131007-1,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131008-6,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131008-7,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:73284,
ZDB-EXP-131009-5,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131009-6,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI 6909,
ZDB-EXP-131009-8,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131010-1,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:87359,
ZDB-EXP-131015-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:87359,
ZDB-EXP-131015-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131016-2,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,,
ZDB-EXP-131016-5,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-131017-10,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-131017-17,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131017-18,physiological,regeneration/healing,physical alteration,ZECO:0000229,ZFA:0000009,
ZDB-EXP-131017-3,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-131017-4,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-131017-6,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-131017-8,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-131017-9,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-131018-10,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131018-10,physiological,regeneration/healing,resection,ZECO:0000171,ZFA:0000009,
ZDB-EXP-131018-8,temperature,cold shock,cold shock,ZECO:0000165,,
ZDB-EXP-131021-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131029-1,physiological,regeneration/healing,light ablation,ZECO:0000170,ZFA:0009127,
ZDB-EXP-131030-7,physiological,regeneration/healing,light ablation,ZECO:0000170,ZFA:0009127,
ZDB-EXP-131101-1,chemical,Metal,chemical treatment,ZECO:0000102,,
ZDB-EXP-131101-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131104-3,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:472805,
ZDB-EXP-131104-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131104-6,temperature,cold shock,cold shock,ZECO:0000165,,
ZDB-EXP-131104-7,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131104-8,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131105-1,physiological,regeneration/healing,resection,ZECO:0000171,ZFA:0000009,
ZDB-EXP-131105-2,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131105-2,physiological,regeneration/healing,resection,ZECO:0000171,ZFA:0000009,
ZDB-EXP-131106-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131111-1,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:44616,
ZDB-EXP-131111-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:44616,
ZDB-EXP-131113-7,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,,
ZDB-EXP-131113-8,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131113-9,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,,
ZDB-EXP-131114-1,chemical,Metal,chemical treatment,ZECO:0000102,,
ZDB-EXP-131114-2,chemical,Metal,chemical treatment,ZECO:0000102,,
ZDB-EXP-131120-11,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131121-12,physical,mechanical stress,mechanical stress,ZECO:0000155,,
ZDB-EXP-131122-13,physical,mechanical stress,mechanical stress,ZECO:0000155,,
ZDB-EXP-131122-14,physical,mechanical stress,mechanical stress,ZECO:0000155,,
ZDB-EXP-131122-15,physical,mechanical stress,mechanical stress,ZECO:0000155,,
ZDB-EXP-131122-16,physical,mechanical stress,mechanical stress,ZECO:0000155,,
ZDB-EXP-131122-20,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131122-3,physical,mechanical stress,mechanical stress,ZECO:0000155,,
ZDB-EXP-131122-4,physical,mechanical stress,mechanical stress,ZECO:0000155,,
ZDB-EXP-131122-7,physiological,fungal infection,fungal treatment by injection,ZECO:0000232,237561,
ZDB-EXP-131126-13,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131127-15,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-131127-16,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-131204-12,physical,mechanical stress,stress by handling,ZECO:0000243,,
ZDB-EXP-131204-13,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI 6909,
ZDB-EXP-131209-22,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-131210-6,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-131211-4,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131211-5,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131212-5,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131213-11,physiological,bacterial infection,bacterial treatment,ZECO:0000106,90371,
ZDB-EXP-131213-12,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-131213-13,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-131213-17,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-131213-6,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131213-7,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131213-8,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-131216-4,physiological,bacterial infection,bacterial treatment,ZECO:0000106,90371,
ZDB-EXP-131217-1,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-131217-3,physiological,bacterial infection,bacterial treatment,ZECO:0000106,90371,
ZDB-EXP-131217-5,physiological,bacterial infection,bacterial treatment,ZECO:0000106,90371,
ZDB-EXP-131217-7,physiological,bacterial infection,bacterial treatment,ZECO:0000106,90371,
ZDB-EXP-131219-8,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-131220-3,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131220-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131220-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131220-6,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131220-7,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131223-7,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-131223-9,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-131227-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-131231-5,physical,radiation,UV,ZECO:0000214,,
ZDB-EXP-140102-17,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-20,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-21,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-32,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-33,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-34,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-35,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-140102-36,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-140102-37,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-140102-38,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-140102-42,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-43,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-44,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-140102-44,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140102-45,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-140102-45,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-140107-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-140107-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-140115-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-140115-11,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-140115-12,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-140116-7,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-140117-4,physiological,regeneration/healing,physical alteration,ZECO:0000229,ZFA:0000477,
ZDB-EXP-140117-6,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-140121-4,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-140122-10,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-140122-12,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-140122-15,chemical,DEAB (CAS:93148-15-3),chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-140122-16,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-140122-7,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-140122-8,chemical,DEAB (CAS:93148-15-3),chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-140123-1,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-140123-3,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-140124-12,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-140127-11,salinity,hypertonic,hypertonic,ZECO:0000206,,
ZDB-EXP-140127-12,salinity,hypertonic,high sodium,ZECO:0000198,,
ZDB-EXP-140127-14,temperature,stable,heat exposure,ZECO:0000163,,
ZDB-EXP-140127-15,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-140128-5,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-140128-6,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-140128-7,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-140128-8,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-140129-7,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-140130-8,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-140203-6,physiological,starvation,fasting,ZECO:0000114,,
ZDB-EXP-140205-11,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-140205-5,physical,radiation,radiation,ZECO:0000208,,
ZDB-EXP-140205-7,physical,radiation,radiation,ZECO:0000208,,
ZDB-EXP-140206-12,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-140206-16,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:3160,
