zdbid,abregid
ZDB-ATB-140310-1,AB_449369
ZDB-ATB-140310-2,AB_2176601
ZDB-ATB-140310-3,AB_61809
ZDB-ATB-140311-1,AB_1951900
ZDB-ATB-140317-1,AB_528497
ZDB-ATB-140317-2,AB_10605874
ZDB-ATB-140317-3,AB_93477
ZDB-ATB-140319-1,
ZDB-ATB-140319-2,AB_2255249
ZDB-ATB-140320-1,AB_1842746
ZDB-ATB-140320-2,AB_2096028
ZDB-ATB-140320-3,AB_2097675
ZDB-ATB-140321-1,
ZDB-ATB-140324-1,AB_10634398
ZDB-ATB-140324-2,AB_59384
ZDB-ATB-140324-3,AB_10634537
ZDB-ATB-140325-1,AB_10630764
ZDB-ATB-140326-1,
ZDB-ATB-140326-2,
ZDB-ATB-140331-1,
ZDB-ATB-140331-2,
ZDB-ATB-140402-1,
ZDB-ATB-140409-1,AB_1950949
ZDB-ATB-140409-10,AB_372181
ZDB-ATB-140409-11,AB_372327
ZDB-ATB-140409-2,AB_11175042
ZDB-ATB-140409-3,AB_11162850
ZDB-ATB-140409-4,AB_11177426
ZDB-ATB-140409-5,AB_11177741
ZDB-ATB-140409-6,AB_1951833
ZDB-ATB-140409-7,AB_2038029
ZDB-ATB-140409-8,AB_11176048
ZDB-ATB-140409-9,AB_11168823
ZDB-ATB-140410-1,AB_380656
ZDB-ATB-140410-2,AB_625904
ZDB-ATB-140415-1,AB_635001
ZDB-ATB-140415-2,AB_2231996
ZDB-ATB-140415-3,
ZDB-ATB-140421-1,AB_785721
ZDB-ATB-140421-2,AB_2297420
ZDB-ATB-140423-1,
ZDB-ATB-140424-1,
ZDB-ATB-140428-1,AB_528495
ZDB-ATB-140430-1,AB_1861614
ZDB-ATB-140502-1,AB_310089
ZDB-ATB-140502-2,AB_2314825
ZDB-ATB-140502-3,AB_653763
ZDB-ATB-140502-4,AB_653766
ZDB-ATB-140506-1,AB_10631097
ZDB-ATB-140506-2,
ZDB-ATB-140506-3,
ZDB-ATB-140506-4,
ZDB-ATB-140506-5,
ZDB-ATB-140506-6,
ZDB-ATB-140507-1,
ZDB-ATB-140507-2,
ZDB-ATB-140507-3,
ZDB-ATB-140507-4,
ZDB-ATB-140509-1,AB_2283312
ZDB-ATB-140512-1,
ZDB-ATB-140514-1,AB_2069575
ZDB-ATB-140516-2,
ZDB-ATB-140519-1,
ZDB-ATB-140523-1,AB_260096
ZDB-ATB-140523-2,AB_2077527
ZDB-ATB-140528-1,
ZDB-ATB-140530-1,AB_309647
ZDB-ATB-140602-1,AB_528427
ZDB-ATB-140603-1,AB_631213
ZDB-ATB-140603-2,AB_309712
ZDB-ATB-140603-3,AB_2240410
ZDB-ATB-140603-4,AB_2271617
ZDB-ATB-140603-5,AB_829635
ZDB-ATB-140604-1,AB_1603565
ZDB-ATB-140604-2,AB_330220
ZDB-ATB-140604-3,AB_2071893
ZDB-ATB-140604-4,AB_2248142
ZDB-ATB-140604-5,AB_2184999
ZDB-ATB-140606-1,AB_304461
ZDB-ATB-140606-10,AB_2186105
ZDB-ATB-140606-11,AB_2186239
ZDB-ATB-140606-12,AB_212090
ZDB-ATB-140606-2,AB_10705434
ZDB-ATB-140606-3,AB_2214155
ZDB-ATB-140606-4,AB_10745271
ZDB-ATB-140606-5,AB_634513
ZDB-ATB-140606-6,AB_1845903
ZDB-ATB-140606-7,AB_2214148
ZDB-ATB-140606-8,AB_2214149
ZDB-ATB-140609-1,AB_1157911
ZDB-ATB-140609-2,AB_91785
ZDB-ATB-140609-3,AB_177549
ZDB-ATB-140609-4,AB_398151
ZDB-ATB-140610-1,AB_2043391
ZDB-ATB-140610-2,AB_1128251
ZDB-ATB-140610-3,AB_11127855
ZDB-ATB-140610-4,AB_1950058
ZDB-ATB-140611-1,
ZDB-ATB-140611-2,AB_443255
ZDB-ATB-140612-1,AB_1502124
ZDB-ATB-140613-1,
ZDB-ATB-140613-2,AB_634603
ZDB-ATB-140618-1,AB_2293287
ZDB-ATB-140618-2,AB_303299
ZDB-ATB-140618-3,
ZDB-ATB-140618-4,
ZDB-ATB-140619-1,
ZDB-ATB-140619-2,AB_2185004
ZDB-ATB-140619-3,AB_298179
ZDB-ATB-140619-4,AB_2202323
ZDB-ATB-140619-5,AB_305584
ZDB-ATB-140624-1,AB_2286686
ZDB-ATB-140630-1,AB_1139722
ZDB-ATB-140701-1,AB_1952127
ZDB-ATB-140701-2,AB_2302322
ZDB-ATB-140701-4,
ZDB-ATB-140701-5,
ZDB-ATB-140702-1,
ZDB-ATB-140702-2,AB_92060
ZDB-ATB-140702-3,AB_260785
ZDB-ATB-140702-4,AB_260745
ZDB-ATB-140703-1,
ZDB-ATB-140703-2,
ZDB-ATB-140703-3,
ZDB-ATB-140707-1,AB_2104230
ZDB-ATB-140708-1,
ZDB-ATB-140709-1,
ZDB-ATB-140709-2,
ZDB-ATB-140709-3,AB_10013222
ZDB-ATB-140711-1,AB_1977489
ZDB-ATB-140711-2,AB_631619
ZDB-ATB-140711-3,AB_2281450
ZDB-ATB-140714-1,AB_1279301
ZDB-ATB-140715-1,AB_1242245
ZDB-ATB-140715-2,AB_261952
ZDB-ATB-140717-1,
ZDB-ATB-140717-2,AB_592060
ZDB-ATB-140718-1,AB_330951
ZDB-ATB-140723-1,
ZDB-ATB-140728-1,
ZDB-ATB-140728-2,
ZDB-ATB-140729-1,
ZDB-ATB-140804-1,AB_2247082
ZDB-ATB-140804-2,AB_869604
ZDB-ATB-140806-1,
ZDB-ATB-140807-1,AB_943491
ZDB-ATB-140807-2,
ZDB-ATB-140807-3,AB_86671
ZDB-ATB-140807-4,AB_309788
ZDB-ATB-140808-1,AB_2255702
ZDB-ATB-140813-1,
ZDB-ATB-140819-1,AB_442823
ZDB-ATB-140819-2,AB_1139891
ZDB-ATB-140819-3,AB_1952519
ZDB-ATB-140820-1,
ZDB-ATB-140820-2,AB_2223349
ZDB-ATB-140821-1,AB_430875
ZDB-ATB-140821-2,
ZDB-ATB-140828-1,AB_10631729
ZDB-ATB-140828-2,AB_10630879
ZDB-ATB-140903-1,AB_1846047
ZDB-ATB-140904-1,AB_868611
ZDB-ATB-140904-2,AB_1129199
ZDB-ATB-140904-3,AB_1542690
ZDB-ATB-140905-1,AB_1500101
ZDB-ATB-140905-2,AB_60396
ZDB-ATB-140909-1,
ZDB-ATB-140909-2,AB_2140168
ZDB-ATB-140911-1,AB_1196966
ZDB-ATB-140912-1,AB_592752
ZDB-ATB-140912-2,AB_416565
ZDB-ATB-140918-1,AB_309644
ZDB-ATB-140918-2,AB_10891793
ZDB-ATB-140918-3,AB_10891781
ZDB-ATB-140918-4,AB_915950
ZDB-ATB-140918-5,AB_2064465
ZDB-ATB-140919-1,AB_1840893
ZDB-ATB-140919-2,
ZDB-ATB-140919-3,AB_298023
ZDB-ATB-140919-4,AB_2152488
ZDB-ATB-140922-1,AB_444360
ZDB-ATB-140922-2,AB_731684
ZDB-ATB-140922-3,AB_902882
ZDB-ATB-140925-1,
ZDB-ATB-140929-1,AB_2276566
ZDB-ATB-140929-2,AB_305602
ZDB-ATB-141002-1,
ZDB-ATB-141003-1,
ZDB-ATB-141003-2,AB_10630889
ZDB-ATB-141003-3,AB_1963113
ZDB-ATB-141007-1,AB_572262
ZDB-ATB-141007-2,AB_1294079
ZDB-ATB-141007-3,AB_2046787
ZDB-ATB-141013-1,
ZDB-ATB-141015-1,
ZDB-ATB-141015-2,AB_2137703
ZDB-ATB-141016-1,AB_868699
ZDB-ATB-141016-2,
ZDB-ATB-141016-3,
ZDB-ATB-141022-1,AB_2188307
ZDB-ATB-141024-1,AB_1963111
ZDB-ATB-141024-2,AB_60418
ZDB-ATB-141029-1,AB_260473
ZDB-ATB-141029-2,AB_627765
ZDB-ATB-141031-1,
ZDB-ATB-141105-1,AB_778186
ZDB-ATB-141105-2,AB_1952552
ZDB-ATB-141106-1,
ZDB-ATB-141106-2,AB_2139990
ZDB-ATB-141106-3,AB_631453
ZDB-ATB-141106-4,AB_2237593
ZDB-ATB-141106-5,AB_2268772
ZDB-ATB-141106-6,AB_390808
ZDB-ATB-141110-1,AB_260296
ZDB-ATB-141111-1,AB_10971133
ZDB-ATB-141112-1        ,AB_477162
ZDB-ATB-141112-2,AB_620433
ZDB-ATB-141112-3,
ZDB-ATB-141113-1,AB_11165171
ZDB-ATB-141113-2,AB_1949961
ZDB-ATB-141113-3,AB_1950639
ZDB-ATB-141113-4,AB_2037923
ZDB-ATB-141117-1,AB_2119845
ZDB-ATB-141117-2,
ZDB-ATB-141118-1,AB_10807287
ZDB-ATB-141119-1,AB_518673
ZDB-ATB-141119-2        ,AB_307322
ZDB-ATB-141119-3,AB_330945
ZDB-ATB-141121-1        ,AB_331729
ZDB-ATB-141121-2,AB_331150
ZDB-ATB-141121-3,AB_1124762
ZDB-ATB-141121-4,AB_675641
ZDB-ATB-141126-1,AB_2037451
ZDB-ATB-141202-1,AB_661407
ZDB-ATB-141202-2,AB_2064290
ZDB-ATB-141202-4,AB_627660
ZDB-ATB-141203-1,
ZDB-ATB-141208-1,
ZDB-ATB-141211-1,AB_1861017
ZDB-ATB-141211-2,AB_2048675
ZDB-ATB-141211-3,AB_470248
ZDB-ATB-141211-4,AB_640607
ZDB-ATB-141212-1,AB_10835229
ZDB-ATB-141215-1,AB_11155076
ZDB-ATB-141216-1,
ZDB-ATB-141217-1,AB_331775
ZDB-ATB-141217-2,AB_330304
ZDB-ATB-141222-1,AB_331149
ZDB-ATB-141223-1,AB_882282
ZDB-ATB-141223-2,
ZDB-ATB-141223-3,
ZDB-ATB-141229-1,
ZDB-ATB-141229-2,
ZDB-ATB-141230-1,AB_91876
ZDB-ATB-141230-2,
ZDB-ATB-150105-1,
ZDB-ATB-150108-1,AB_1657418
ZDB-ATB-150112-1,AB_722779
ZDB-ATB-150112-2,AB_1502093
ZDB-ATB-150116-1,
ZDB-ATB-150116-2,AB_1139987
ZDB-ATB-150120-1,AB_531814
ZDB-ATB-150121-1,
ZDB-ATB-150121-3,AB_2239761
ZDB-ATB-150122-1,AB_305661
ZDB-ATB-150126-1,AB_10598327
ZDB-ATB-150127-1,
ZDB-ATB-150130-1,
ZDB-ATB-150130-3,
ZDB-ATB-150130-4,AB_301790
ZDB-ATB-150202-1,AB_10078198
ZDB-ATB-150203-1,AB_11167551
ZDB-ATB-150203-2,AB_1218285
ZDB-ATB-150203-3,AB_1952442
ZDB-ATB-150206-1,
ZDB-ATB-150209-1,AB_1078165
ZDB-ATB-150210-1,AB_10562409
ZDB-ATB-150211-1,
ZDB-ATB-150223-1,AB_2205433
ZDB-ATB-150223-2,AB_2279066
ZDB-ATB-150226-1,
ZDB-ATB-150227-1,AB_887905
ZDB-ATB-150227-2,AB_945812
ZDB-ATB-150303-1,AB_2194156
ZDB-ATB-150303-2,AB_306848
ZDB-ATB-150303-3,AB_532248
ZDB-ATB-150306-1,AB_2136690
ZDB-ATB-150309-1,AB_260673
ZDB-ATB-150309-2,
ZDB-ATB-150310-2,
ZDB-ATB-150310-3,AB_777721
ZDB-ATB-150311-1,AB_11162706
ZDB-ATB-150312-1,AB_10638007
ZDB-ATB-150312-2,AB_2136876
ZDB-ATB-150318-1,AB_330288
ZDB-ATB-150320-1,
ZDB-ATB-150320-2,
ZDB-ATB-150324-1,AB_10672582
ZDB-ATB-150327-1,AB_2106783
ZDB-ATB-150330-1,AB_10078709
ZDB-ATB-150331-1,AB_10644442
ZDB-ATB-150331-2,
ZDB-ATB-150331-3,AB_11176341
ZDB-ATB-150402-1,AB_10743815
ZDB-ATB-150402-2,AB_10608138
ZDB-ATB-150402-3,AB_2094604
ZDB-ATB-150403-1,AB_94636
ZDB-ATB-150407-1,
ZDB-ATB-150407-2,
ZDB-ATB-150407-3,
ZDB-ATB-150407-4,
ZDB-ATB-150407-5,AB_630834
ZDB-ATB-150409-3,
ZDB-ATB-150409-4,AB_2138017
ZDB-ATB-150409-5        ,AB_331778
ZDB-ATB-150409-7,
ZDB-ATB-150410-1,
ZDB-ATB-150410-2,
ZDB-ATB-150410-3,
ZDB-ATB-150414-1,AB_10610856
ZDB-ATB-150414-2        ,
ZDB-ATB-150414-3,
ZDB-ATB-150414-4,
ZDB-ATB-150414-5,
ZDB-ATB-150414-6,
ZDB-ATB-150416-1,AB_1657448
ZDB-ATB-150416-2,AB_300946
ZDB-ATB-150416-3,AB_725966
ZDB-ATB-150417-1,AB_2110073
ZDB-ATB-150417-2,AB_2112512
ZDB-ATB-150417-4,
ZDB-ATB-150417-5,AB_2149112
ZDB-ATB-150417-6,AB_449329
ZDB-ATB-150417-7,AB_444319
ZDB-ATB-150417-8,AB_2243837
ZDB-ATB-150420-1,AB_1841655
ZDB-ATB-150420-2,AB_398244
ZDB-ATB-150420-3,
ZDB-ATB-150420-4,
ZDB-ATB-150420-5,AB_823588
ZDB-ATB-150421-1,AB_491015
ZDB-ATB-150423-1,AB_1847028
ZDB-ATB-150423-2,
ZDB-ATB-150423-3,
ZDB-ATB-150423-4,
ZDB-ATB-150424-1,AB_1951347
ZDB-ATB-150427-1,AB_2042447
ZDB-ATB-150427-2,AB_1079471
ZDB-ATB-150430-1,AB_627560
ZDB-ATB-150430-2,AB_649685
ZDB-ATB-150506-1,AB_10616095
ZDB-ATB-150506-2,AB_656625
ZDB-ATB-150506-3,AB_2193784
ZDB-ATB-150508-1,AB_210793
ZDB-ATB-150508-2,
ZDB-ATB-150511-2,
ZDB-ATB-150511-3,
ZDB-ATB-150511-4,AB_2250408
ZDB-ATB-150512-1,AB_1860414
ZDB-ATB-150512-10,
ZDB-ATB-150512-11,
ZDB-ATB-150512-2,AB_1925073
ZDB-ATB-150512-3        ,AB_1310193
ZDB-ATB-150512-4,AB_881306
ZDB-ATB-150512-5,AB_2142929
ZDB-ATB-150512-7,AB_2234805
ZDB-ATB-150512-8,AB_10566747
ZDB-ATB-150512-9,AB_1594259
ZDB-ATB-150513-1        ,
ZDB-ATB-150513-10,
ZDB-ATB-150513-11,
ZDB-ATB-150513-12,
ZDB-ATB-150513-2,
ZDB-ATB-150513-3        ,
ZDB-ATB-150513-4,
ZDB-ATB-150513-5        ,
ZDB-ATB-150513-6        ,
ZDB-ATB-150513-7        ,
ZDB-ATB-150513-8,
ZDB-ATB-150514-1,AB_297926
ZDB-ATB-150514-2,AB_531790
ZDB-ATB-150514-3        ,
ZDB-ATB-150514-4,
ZDB-ATB-150520-1,AB_10836764
ZDB-ATB-150520-2,AB_528116
ZDB-ATB-150521-1,
ZDB-ATB-150521-2,AB_2288795
ZDB-ATB-150521-3,AB_2096822
ZDB-ATB-150521-4        ,
ZDB-ATB-150522-1,
ZDB-ATB-150522-2,
ZDB-ATB-150522-3,
ZDB-ATB-150522-4,
ZDB-ATB-150526-1,AB_2293135
ZDB-ATB-150527-1,AB_10821486
ZDB-ATB-150529-1,AB_2102035
ZDB-ATB-150602-1,AB_10866454
ZDB-ATB-150604-1,AB_10918025
ZDB-ATB-150609-1,AB_11167279
ZDB-ATB-150610-1,AB_2187314
ZDB-ATB-150610-2,
ZDB-ATB-150611-1,AB_528483
ZDB-ATB-150619-1,AB_443397
ZDB-ATB-150622-1,AB_1240504
ZDB-ATB-150622-2,AB_2151703
ZDB-ATB-150623-1,AB_217575
ZDB-ATB-150623-2,
ZDB-ATB-150624-1,AB_1963098
ZDB-ATB-150702-1,
ZDB-ATB-150713-1,
ZDB-ATB-150713-2,
ZDB-ATB-150713-3,
ZDB-ATB-150715-1,AB_10104790
ZDB-ATB-150715-2,AB_10836495
ZDB-ATB-150716-1,AB_10716295
ZDB-ATB-150716-2,
ZDB-ATB-150721-1,AB_309762
ZDB-ATB-150721-2,AB_915785
ZDB-ATB-150721-3,AB_831618
ZDB-ATB-150722-1,AB_397977
ZDB-ATB-150723-2,AB_2235073
ZDB-ATB-150728-1,AB_304012
ZDB-ATB-150728-2,AB_634292
ZDB-ATB-150803-1,AB_305688
ZDB-ATB-150803-2,AB_879742
ZDB-ATB-150803-3,AB_11035017
ZDB-ATB-150803-4,AB_310831
ZDB-ATB-150804-1,
ZDB-ATB-150804-2,
ZDB-ATB-150804-3,
ZDB-ATB-150805-1,
ZDB-ATB-150806-1,AB_1860594
ZDB-ATB-150807-1,
ZDB-ATB-150810-1,
ZDB-ATB-150811-1,AB_2129572
ZDB-ATB-150812-1,AB_2314371
ZDB-ATB-150814-1,AB_10984205
ZDB-ATB-150814-2,AB_10979596
ZDB-ATB-150820-1,AB_303094
ZDB-ATB-150820-2,AB_331228
ZDB-ATB-150821-1,AB_1963104
ZDB-ATB-150826-1,AB_2258513
ZDB-ATB-150827-1,
ZDB-ATB-150827-2,AB_11143050
ZDB-ATB-150828-1,AB_10982335
ZDB-ATB-150828-2,AB_2107299
ZDB-ATB-150828-3,AB_1841377
ZDB-ATB-150828-4,AB_11167454
ZDB-ATB-150903-1,AB_470254
ZDB-ATB-150903-2,AB_2200219
ZDB-ATB-150923-1,AB_304965
ZDB-ATB-150923-2,AB_2039906
ZDB-ATB-150923-3,AB_306434
ZDB-ATB-150923-4,AB_310435
ZDB-ATB-150928-1,
ZDB-ATB-150928-2,
ZDB-ATB-150929-1,AB_823530
ZDB-ATB-150929-2,AB_367204
ZDB-ATB-150930-1,
ZDB-ATB-151001-1,AB_2256117
ZDB-ATB-151001-2,AB_1963140
ZDB-ATB-151002-1,AB_2295691
ZDB-ATB-151002-2,AB_1078325
ZDB-ATB-151002-3,
ZDB-ATB-151005-1,
ZDB-ATB-151005-2,AB_2263076
ZDB-ATB-151005-3,AB_10880167
ZDB-ATB-151005-4,
ZDB-ATB-151005-5,
ZDB-ATB-151005-6,AB_10664825
ZDB-ATB-151005-7,AB_2280001
ZDB-ATB-151006-1,AB_532379
ZDB-ATB-151006-2,AB_10866356
ZDB-ATB-151007-1,
ZDB-ATB-151007-2,AB_369891
ZDB-ATB-151009-1,AB_2301350
ZDB-ATB-151009-2,AB_309864
ZDB-ATB-151009-3,AB_668958
ZDB-ATB-151012-1,
ZDB-ATB-151012-2,
ZDB-ATB-151012-3,
ZDB-ATB-151013-1,AB_260729
ZDB-ATB-151013-2,AB_776512
ZDB-ATB-151014-1,AB_1640739
ZDB-ATB-151014-2,AB_1077209
ZDB-ATB-151015-1,
ZDB-ATB-151015-10,
ZDB-ATB-151015-2,
ZDB-ATB-151015-3,
ZDB-ATB-151015-4,
ZDB-ATB-151015-5,
ZDB-ATB-151015-6,
ZDB-ATB-151015-7,
ZDB-ATB-151015-8,
ZDB-ATB-151016-1,AB_2129984
ZDB-ATB-151016-2,AB_2253622
ZDB-ATB-110411-1,AB_305284
ZDB-ATB-151016-4,AB_10557411
ZDB-ATB-151016-5,AB_630433
ZDB-ATB-151020-1,AB_330985
ZDB-ATB-151020-2,AB_331692
ZDB-ATB-151021-1,AB_828587
ZDB-ATB-151021-2,AB_10584974
ZDB-ATB-151021-3,
ZDB-ATB-151021-4,AB_2273231
ZDB-ATB-151022-1,AB_2294749
ZDB-ATB-151022-2,
ZDB-ATB-151026-1,AB_828810
ZDB-ATB-151028-1,
ZDB-ATB-151028-2,AB_570388
ZDB-ATB-151029-1,AB_305407
ZDB-ATB-151103-1,AB_867827
ZDB-ATB-151118-1,AB_310741
ZDB-ATB-151118-2,AB_306297
ZDB-ATB-151118-3,
ZDB-ATB-151125-1,
ZDB-ATB-151202-1,
ZDB-ATB-151208-1,
ZDB-ATB-151209-1,
ZDB-ATB-151209-2,
ZDB-ATB-151210-1,AB_2068201
ZDB-ATB-151211-1,
ZDB-ATB-151214-1,AB_10634553
ZDB-ATB-151214-2,AB_10630906
ZDB-ATB-151216-1,AB_395707
ZDB-ATB-151216-2,AB_1842361
ZDB-ATB-151216-3,AB_628423
ZDB-ATB-151218-1,AB_2218911
ZDB-ATB-151218-2,
ZDB-ATB-151224-1,
ZDB-ATB-151229-1,AB_259948
ZDB-ATB-151229-2,
ZDB-ATB-151229-3,AB_10646432
ZDB-ATB-160107-1,AB_571014
ZDB-ATB-160107-2,AB_477029
ZDB-ATB-160107-3,AB_2216104
ZDB-ATB-160107-4,AB_399177
ZDB-ATB-160108-1,AB_2050315
ZDB-ATB-160108-2,
ZDB-ATB-160108-3,
ZDB-ATB-160108-4,
ZDB-ATB-160108-5,
ZDB-ATB-160113-3,
ZDB-ATB-160113-4,
ZDB-ATB-160114-1,AB_10863424
ZDB-ATB-160114-2,
ZDB-ATB-160114-3,AB_2299922
ZDB-ATB-160114-4,AB_331212
ZDB-ATB-160114-5,AB_10870915
ZDB-ATB-160114-6,AB_941760
ZDB-ATB-160114-7,AB_11144129
ZDB-ATB-160125-1,AB_631006
ZDB-ATB-160125-2,AB_1861728
ZDB-ATB-160126-1,AB_11161916
ZDB-ATB-160127-1,AB_490816
ZDB-ATB-160127-2,AB_2192903
ZDB-ATB-160202-1,AB_1841377
ZDB-ATB-160203-1,AB_11165095
ZDB-ATB-160212-1,
ZDB-ATB-160212-2,AB_2068399
ZDB-ATB-160215-1,AB_528119
ZDB-ATB-160215-2,AB_1124979
ZDB-ATB-160216-1,
ZDB-ATB-160217-1,AB_1963145
ZDB-ATB-160223-1,AB_490798
ZDB-ATB-160223-2,
ZDB-ATB-160224-1,AB_2085876
ZDB-ATB-160224-2,AB_661615
ZDB-ATB-160224-3,AB_572218
ZDB-ATB-160225-1,AB_10609634
ZDB-ATB-160225-2,AB_91789
ZDB-ATB-160225-3,AB_2082608
ZDB-ATB-160225-4,AB_670104
ZDB-ATB-160225-5,AB_2167706
ZDB-ATB-160226-1,AB_2291505
ZDB-ATB-160226-2,AB_1850555
ZDB-ATB-160301-1,AB_93446
ZDB-ATB-160304-1,AB_2241501
ZDB-ATB-160304-2,AB_568440
ZDB-ATB-160307-1,
ZDB-ATB-160307-2,AB_2236017
ZDB-ATB-160308-1,AB_442081
ZDB-ATB-160309-1,
ZDB-ATB-160309-2,AB_393577
ZDB-ATB-160309-3,AB_490785
ZDB-ATB-160309-4,AB_1963149
ZDB-ATB-160309-5,AB_882294
ZDB-ATB-160309-6,AB_2262084
ZDB-ATB-160309-7,AB_653167
ZDB-ATB-160309-8,
ZDB-ATB-160309-9,AB_2214787
ZDB-ATB-160310-1,AB_308729
ZDB-ATB-160310-2,
ZDB-ATB-160311-1,AB_1566163
ZDB-ATB-160314-1,AB_310625
ZDB-ATB-160314-2,AB_310619
ZDB-ATB-160314-3,AB_306649
ZDB-ATB-160314-4,AB_10099880
ZDB-ATB-160314-5,AB_306847
ZDB-ATB-160315-1,AB_2213594
ZDB-ATB-160315-2,AB_671792
ZDB-ATB-160323-1,AB_1270731
ZDB-ATB-160323-2,AB_732675
ZDB-ATB-160323-3,AB_1845503
ZDB-ATB-160323-4,AB_1855545
ZDB-ATB-160324-1,
ZDB-ATB-160329-1,
ZDB-ATB-160329-2,
ZDB-ATB-160329-3,
ZDB-ATB-160330-1,AB_10160576
ZDB-ATB-160330-2,AB_1937019
ZDB-ATB-160330-3,
ZDB-ATB-160331-1,AB_778203
ZDB-ATB-160331-2,AB_609915
ZDB-ATB-160331-3,AB_1952428
ZDB-ATB-160331-4,
ZDB-ATB-160401-1,AB_305641
ZDB-ATB-160401-2,
ZDB-ATB-160401-4,
ZDB-ATB-160401-5,
ZDB-ATB-160404-1,AB_2490068
ZDB-ATB-160404-2,
ZDB-ATB-160405-1,AB_2009682
ZDB-ATB-160405-2,AB_10672962
ZDB-ATB-160405-3,AB_304436
ZDB-ATB-160405-4,AB_2211262
ZDB-ATB-160406-1,
ZDB-ATB-160407-1,AB_10545136
ZDB-ATB-160407-2,
ZDB-ATB-160408-1,AB_2081135
ZDB-ATB-160408-2,
ZDB-ATB-160411-1,
ZDB-ATB-160411-2,
ZDB-ATB-160412-1,AB_2533739
ZDB-ATB-160412-2,
ZDB-ATB-160412-3,
ZDB-ATB-160413-1,
ZDB-ATB-160413-2,AB_2246979
ZDB-ATB-160413-3,AB_10608803
ZDB-ATB-160415-1,
ZDB-ATB-160420-1,
ZDB-ATB-160422-1,AB_1234436
ZDB-ATB-160425-1,AB_10565853
ZDB-ATB-160425-2,AB_2209402
ZDB-ATB-160427-1,AB_2100394
ZDB-ATB-160428-1,AB_90794
ZDB-ATB-160428-2,AB_2198659
ZDB-ATB-160428-3,AB_887813
ZDB-ATB-160502-1,
ZDB-ATB-160503-1,
ZDB-ATB-160503-2,
ZDB-ATB-160503-3,
ZDB-ATB-160503-4,
ZDB-ATB-131121-3,AB_261690
ZDB-ATB-160509-1,AB_777156
ZDB-ATB-160509-2,
ZDB-ATB-160509-3,AB_732519
ZDB-ATB-160511-1,AB_10830895
ZDB-ATB-160511-2,AB_10744101
ZDB-ATB-160511-3,
ZDB-ATB-160511-4,AB_11157197
ZDB-ATB-160512-1,AB_10617650
ZDB-ATB-160516-1,AB_91192
ZDB-ATB-160516-3,AB_2144746
ZDB-ATB-160516-4,AB_2069697
ZDB-ATB-160516-5,
ZDB-ATB-160517-1,
ZDB-ATB-160518-1,AB_2116445
ZDB-ATB-160520-1,AB_11165742
ZDB-ATB-160523-1,AB_10599979
ZDB-ATB-160523-2,AB_2207396
ZDB-ATB-160523-3,AB_1845187
ZDB-ATB-160526-1,
ZDB-ATB-160526-2,AB_1524149
ZDB-ATB-160526-3,
ZDB-ATB-160526-4,AB_1310067
ZDB-ATB-160526-5,
ZDB-ATB-160526-6,AB_557426
ZDB-ATB-160531-1,
ZDB-ATB-160601-1,AB_2207533
ZDB-ATB-160601-2,AB_297905
ZDB-ATB-160603-1,AB_2283325
ZDB-ATB-160607-1,AB_2241191
ZDB-ATB-160608-1,AB_2142629
ZDB-ATB-160614-1,
ZDB-ATB-160614-2,AB_397507
ZDB-ATB-160623-1,AB_626751
ZDB-ATB-160623-2,AB_2294746
ZDB-ATB-160623-3,AB_2232499
ZDB-ATB-160624-1,AB_1271445
ZDB-ATB-160624-2,AB_11171170
ZDB-ATB-160624-4,AB_11163665
ZDB-ATB-160624-5,AB_941047
ZDB-ATB-160629-1,AB_2266243
ZDB-ATB-160629-2,AB_1963151
ZDB-ATB-160630-1,
ZDB-ATB-160701-1,
ZDB-ATB-160707-1,AB_2279325
ZDB-ATB-160707-2,AB_1587050
ZDB-ATB-160707-3,AB_2195908
ZDB-ATB-160708-1,
ZDB-ATB-160708-2,
ZDB-ATB-160720-1,
ZDB-ATB-160720-2,AB_1603209
ZDB-ATB-160720-3,
ZDB-ATB-160726-1,
ZDB-ATB-160801-1,
ZDB-ATB-160802-1,AB_10670699
ZDB-ATB-160803-1,AB_1078387
ZDB-ATB-160803-2,
ZDB-ATB-160803-3,AB_2061281
ZDB-ATB-160803-4,AB_2107445
ZDB-ATB-160804-1,AB_628115
ZDB-ATB-160811-1,
ZDB-ATB-160811-2,
ZDB-ATB-160811-3,
ZDB-ATB-160816-1,
ZDB-ATB-160817-1,
ZDB-ATB-160817-2,
ZDB-ATB-160818-1,AB_659977
ZDB-ATB-160819-1,
ZDB-ATB-160819-2,AB_1853082
ZDB-ATB-160819-3,
ZDB-ATB-160819-4,AB_305333
ZDB-ATB-160819-5,AB_2280094
ZDB-ATB-160822-1,
ZDB-ATB-160823-1,
ZDB-ATB-160823-2,AB_467726
ZDB-ATB-160825-1,AB_1131430
ZDB-ATB-160825-2,AB_330269
ZDB-ATB-160829-1,AB_2167352
ZDB-ATB-160829-2,
ZDB-ATB-160830-1,AB_10971635
ZDB-ATB-160830-2,AB_2077787
ZDB-ATB-160830-3,AB_2077273
ZDB-ATB-160830-4,AB_2077667
ZDB-ATB-160831-1,AB_10623075
ZDB-ATB-160907-1,
ZDB-ATB-160913-1,AB_632011
ZDB-ATB-160913-2,AB_630940
ZDB-ATB-160913-3,AB_632017
ZDB-ATB-160913-4,AB_2154408
ZDB-ATB-101006-4,AB_632556
